task,truth
6,0
21,0
24,0
26,0
81,0
89,0
108,0
121,0
127,0
133,0
145,0
156,0
164,0
201,0
205,0
220,0
234,0
257,1
315,0
317,0
321,1
336,0
387,1
388,1
397,0
436,0
440,0
447,0
448,0
462,0
472,0
511,0
535,0
538,0
559,1
586,1
651,0
668,0
688,1
698,0
714,0
754,1
759,0
766,0
772,0
800,0
873,0
915,0
935,0
968,0
985,1
1047,0
1051,0
1060,0
1110,0
1162,0
1303,1
1316,0
1321,0
1326,0
1334,0
1352,0
1379,0
1385,0
1402,0
1406,0
1407,0
1426,1
1531,1
1545,0
1557,0
1563,0
1574,0
1579,0
1587,0
1622,1
1625,0
1628,0
1638,0
1670,0
1671,0
1675,0
1688,0
1690,0
1703,0
1717,0
1722,0
1742,0
1754,1
1786,0
1798,0
1804,0
1825,1
1830,0
1850,0
1857,1
1923,0
1928,0
1936,0
1961,0
