task,truth
9,0
36,0
111,0
114,0
186,0
194,0
228,1
245,0
247,0
257,1
261,0
266,0
272,0
309,0
319,0
335,0
396,0
411,0
416,0
433,0
485,1
508,0
549,0
555,0
582,0
598,0
609,0
627,0
636,0
640,0
659,0
671,0
678,1
705,0
713,1
723,0
729,0
734,0
744,1
751,0
758,0
763,1
787,0
822,0
830,0
845,0
868,0
869,0
875,0
899,0
900,0
912,1
934,0
945,1
955,0
993,0
1003,0
1008,0
1018,1
1026,0
1029,1
1058,0
1078,0
1115,1
1121,0
1129,0
1137,0
1146,0
1159,0
1164,0
1187,1
1189,0
1201,0
1217,0
1226,0
1245,0
1252,0
1272,0
1274,0
1298,0
1311,0
1329,1
1354,0
1370,0
1423,0
1431,0
1528,0
1542,0
1558,0
1578,0
1583,0
1640,0
1677,0
1730,0
1855,0
1892,0
1901,0
1948,0
1972,0
1998,0
