task,truth
25,0
52,1
58,0
68,0
132,0
147,0
167,0
201,0
219,0
223,0
232,0
311,0
326,0
337,0
371,0
391,0
436,0
437,0
455,0
460,0
469,1
486,0
535,0
538,0
539,0
596,0
642,0
650,0
652,0
740,0
776,0
793,0
847,0
851,0
856,1
865,0
893,0
911,0
937,0
969,0
991,0
995,0
1001,0
1014,0
1039,0
1047,0
1050,0
1109,0
1131,1
1150,0
1165,0
1175,1
1180,0
1192,0
1202,0
1209,1
1223,0
1238,0
1248,1
1275,0
1291,0
1312,0
1320,0
1321,0
1324,0
1347,0
1386,0
1387,0
1392,0
1434,0
1449,0
1468,0
1471,0
1485,0
1492,0
1502,0
1518,0
1530,0
1607,0
1622,1
1651,0
1652,0
1661,0
1669,0
1681,0
1692,0
1722,0
1725,0
1731,0
1743,0
1767,0
1810,0
1842,0
1860,0
1881,0
1882,0
1919,0
1933,0
1964,0
1993,0
