task,truth
2,0
50,0
64,0
75,0
76,1
82,0
84,0
94,0
109,0
118,0
136,0
142,0
159,1
188,1
202,0
244,0
249,0
256,0
312,0
320,0
323,0
325,0
344,0
395,0
425,0
435,1
448,0
454,0
473,0
517,0
520,0
523,0
547,1
560,0
578,0
608,0
611,0
612,0
660,0
698,0
715,0
745,0
759,0
785,0
791,0
794,0
854,0
878,0
883,0
917,0
925,0
938,0
946,0
981,0
996,0
1007,0
1080,0
1091,1
1096,0
1097,0
1116,0
1118,0
1166,0
1190,0
1236,0
1332,0
1338,0
1342,0
1343,0
1366,0
1375,0
1376,0
1383,0
1385,0
1435,0
1456,0
1466,0
1484,0
1494,0
1516,0
1564,0
1573,0
1580,0
1595,0
1653,0
1666,0
1699,0
1711,0
1736,0
1754,1
1756,0
1761,0
1847,0
1856,0
1866,0
1889,1
1946,0
1958,0
1969,0
1983,0
