task,truth
54,0
79,0
89,0
118,0
125,0
135,1
168,1
170,0
209,0
213,0
222,0
288,0
292,0
297,0
299,1
321,1
332,0
347,0
354,0
355,0
377,0
379,0
415,0
473,0
477,0
488,0
495,0
519,0
537,0
555,0
580,0
590,0
595,0
630,0
648,0
684,0
727,0
730,0
769,0
774,0
784,0
795,0
807,0
812,0
875,0
911,0
940,0
1007,0
1038,1
1046,0
1114,0
1132,0
1135,0
1153,0
1154,0
1188,0
1190,0
1249,0
1254,0
1275,0
1281,0
1282,1
1296,0
1338,0
1347,0
1357,0
1418,0
1419,0
1439,0
1453,0
1466,0
1478,0
1542,0
1560,0
1574,0
1578,0
1600,0
1604,0
1646,0
1663,0
1679,0
1689,0
1711,0
1716,1
1717,0
1748,0
1759,0
1769,0
1779,0
1800,0
1806,0
1819,0
1867,0
1913,0
1926,1
1933,0
1957,0
1965,0
1966,0
1998,0
