task,truth
42,0
57,1
96,0
158,0
171,0
179,1
252,1
263,0
275,0
290,0
335,0
344,0
360,0
386,0
403,0
444,1
482,1
490,0
501,0
505,0
511,0
514,1
517,0
543,0
554,0
597,0
610,0
613,0
624,0
634,0
635,0
650,0
651,0
677,0
694,0
700,0
710,0
752,0
762,1
834,0
861,0
872,0
905,0
924,0
938,0
942,0
986,0
993,0
1011,0
1031,0
1035,0
1039,0
1041,0
1070,0
1104,0
1115,1
1156,0
1160,0
1174,0
1233,0
1251,0
1257,1
1286,1
1312,0
1363,0
1369,0
1372,0
1410,0
1414,0
1442,0
1498,0
1510,0
1532,0
1557,0
1567,0
1569,0
1576,0
1597,0
1623,0
1631,1
1643,0
1647,0
1652,0
1678,1
1687,0
1698,0
1709,0
1794,0
1842,0
1885,0
1896,1
1932,0
1938,0
1939,0
1953,1
1964,0
1968,0
1981,0
1985,0
1988,0
