task,truth
3,0
15,0
19,0
46,0
115,0
130,0
132,0
140,0
176,0
181,0
240,1
261,0
276,1
294,0
324,0
329,0
336,0
366,0
418,0
420,0
426,0
429,0
433,0
453,0
467,0
470,0
475,0
524,0
562,0
588,0
639,0
671,0
713,1
716,0
732,0
789,0
827,0
841,0
873,0
895,0
934,0
961,0
983,0
1019,0
1024,0
1050,0
1058,0
1076,0
1084,0
1116,0
1149,0
1151,0
1157,0
1177,0
1181,0
1211,0
1270,0
1293,0
1316,0
1332,0
1370,0
1417,0
1421,0
1445,0
1485,0
1487,0
1520,0
1562,0
1565,0
1570,0
1575,0
1595,0
1653,0
1659,0
1673,0
1675,0
1685,1
1691,1
1697,0
1700,0
1701,0
1707,0
1751,1
1765,0
1768,0
1772,0
1783,0
1787,0
1793,0
1839,0
1858,0
1863,0
1876,0
1922,0
1943,0
1954,0
1962,0
1969,0
1975,0
1982,0
