task,truth
29,0
41,0
61,0
82,0
97,0
107,0
127,0
145,0
148,0
156,0
175,0
190,0
239,0
242,0
259,0
293,0
352,0
380,0
406,0
421,0
434,0
489,0
527,0
529,0
542,0
621,0
633,0
674,0
706,0
709,0
720,0
723,0
729,0
733,0
737,0
791,0
792,0
799,0
808,1
810,0
822,0
825,0
832,0
833,0
851,0
857,0
864,0
881,0
904,0
947,0
960,0
971,0
988,1
999,0
1010,0
1023,0
1045,0
1064,0
1078,0
1108,0
1110,0
1117,0
1162,0
1172,0
1187,1
1213,0
1222,0
1278,0
1289,1
1290,0
1295,0
1333,0
1335,0
1380,0
1384,0
1394,1
1427,0
1441,0
1447,0
1468,0
1499,0
1504,0
1527,0
1544,1
1589,0
1602,1
1603,0
1612,0
1616,0
1628,0
1664,0
1688,0
1818,0
1824,0
1829,0
1844,0
1864,0
1879,1
1915,0
1959,0
