task,truth
1,1
8,0
23,1
53,0
63,0
81,0
100,1
105,0
110,0
119,0
129,0
162,0
218,0
238,0
243,0
270,0
280,0
284,0
287,0
323,0
331,0
356,0
362,0
392,0
407,0
436,0
471,0
567,0
571,0
607,0
620,0
625,0
640,0
676,0
688,1
703,0
719,1
741,0
742,0
765,0
817,1
828,0
829,0
843,0
923,0
943,0
951,0
954,0
982,0
1000,0
1002,0
1009,0
1032,1
1063,1
1065,0
1090,1
1126,0
1182,0
1209,1
1223,0
1224,0
1229,0
1232,0
1263,1
1274,0
1307,0
1351,0
1359,0
1365,0
1377,0
1385,0
1409,0
1451,0
1454,0
1475,0
1496,1
1543,0
1551,0
1573,0
1577,0
1590,0
1619,0
1644,0
1648,0
1665,0
1670,0
1722,0
1739,0
1764,0
1773,1
1821,0
1832,0
1834,0
1874,0
1878,0
1916,0
1934,0
1937,0
1942,0
1993,0
