task,truth
0,0
26,0
63,0
91,0
92,0
102,0
116,0
149,0
205,0
216,0
220,0
240,1
253,0
254,0
269,0
309,0
316,1
409,0
429,0
449,0
466,0
471,0
479,0
584,0
618,0
631,0
665,0
710,0
724,0
725,0
811,0
822,0
833,0
869,0
870,0
873,0
887,1
910,0
955,0
985,1
1017,1
1022,0
1045,0
1073,0
1077,0
1096,0
1128,0
1140,0
1181,0
1216,1
1244,0
1251,0
1259,0
1335,0
1346,0
1352,0
1360,0
1411,0
1449,0
1451,0
1477,0
1493,0
1501,0
1512,0
1525,0
1544,1
1566,0
1607,0
1611,0
1620,0
1624,0
1629,0
1646,0
1655,1
1666,0
1671,0
1675,0
1686,0
1690,0
1702,0
1712,0
1725,0
1729,1
1739,0
1747,0
1757,0
1767,0
1797,0
1801,0
1805,0
1833,0
1863,0
1864,0
1876,0
1884,0
1888,0
1931,0
1933,0
1965,0
1984,0
