task,truth
11,0
24,0
78,1
82,0
150,0
152,0
190,0
192,0
200,0
208,0
212,0
226,0
236,0
245,0
275,0
281,0
311,0
319,0
324,0
337,0
338,0
374,0
377,0
383,0
401,0
406,0
408,0
420,0
422,0
423,0
453,0
473,0
491,0
522,0
525,0
538,0
546,0
558,0
628,0
639,0
675,0
678,1
688,1
692,0
728,0
737,0
766,0
775,1
890,0
914,0
971,0
989,0
998,0
1009,0
1028,0
1065,0
1071,0
1097,0
1112,0
1119,1
1129,0
1136,0
1148,0
1151,0
1154,0
1179,0
1192,0
1221,1
1260,0
1268,0
1272,0
1273,0
1278,0
1309,0
1319,1
1328,0
1336,0
1342,0
1378,0
1439,0
1464,0
1476,0
1479,0
1481,1
1489,1
1538,0
1540,0
1548,0
1606,0
1608,0
1616,0
1633,0
1636,0
1640,0
1707,0
1759,0
1765,0
1849,0
1985,0
1986,0
