task,truth
1,1
17,0
30,0
31,0
44,0
99,0
103,0
122,0
124,0
139,0
161,0
163,0
228,1
255,1
271,0
273,0
276,1
301,0
317,0
318,0
356,0
430,0
434,0
465,0
475,0
478,0
526,1
541,0
543,0
568,1
572,0
580,0
595,0
641,0
651,0
669,0
684,0
711,0
713,1
717,0
758,0
773,0
827,0
831,0
835,0
836,0
841,0
932,0
949,0
961,0
984,0
1034,1
1039,0
1049,0
1050,0
1124,0
1133,0
1145,0
1152,0
1159,0
1173,1
1185,0
1214,0
1223,0
1232,0
1250,0
1275,0
1297,0
1325,0
1331,0
1371,0
1372,0
1373,0
1402,0
1404,1
1434,0
1437,0
1453,0
1457,0
1463,1
1474,0
1498,0
1506,0
1518,0
1551,0
1599,0
1619,0
1647,0
1649,0
1672,0
1715,1
1754,1
1776,0
1779,0
1826,1
1828,0
1835,0
1940,0
1957,0
1969,0
