task,truth
2,0
18,0
35,0
36,0
51,0
52,1
53,0
64,0
93,0
114,0
142,0
166,0
172,0
178,0
246,0
288,0
291,0
326,0
342,0
368,1
439,0
451,1
493,0
501,0
504,0
533,0
594,0
608,0
616,0
622,0
661,0
686,0
693,0
701,0
718,0
750,1
756,0
776,0
804,0
805,0
838,0
872,0
884,0
895,0
921,0
950,0
958,0
969,0
994,0
995,0
1042,0
1059,0
1066,0
1079,1
1084,0
1127,0
1161,0
1180,0
1261,1
1269,0
1301,0
1303,1
1304,0
1314,0
1324,0
1333,0
1343,0
1364,0
1370,0
1396,1
1435,0
1456,0
1467,0
1472,0
1502,0
1505,0
1572,0
1580,0
1581,0
1591,0
1617,0
1621,0
1622,1
1626,0
1654,0
1696,0
1703,0
1731,0
1736,0
1743,0
1746,0
1748,0
1768,0
1818,0
1837,1
1886,1
1904,0
1919,0
1963,0
1971,0
