worker,task,answer
A153PKAL7OAY36,7,0
A1HIXWH4OXT8S4,7,0
A1XFA0A9Z3LAZJ,7,0
A23YQUBXZPKILZ,7,0
A2PPUWIXQTM43F,7,0
A31OCN4MNHUQ6W,7,0
A8XTEV2JA6R2X,7,0
AJSJVK40F5HM6,7,0
APYV9Y0DFZFVP,7,0
ATVALOQVDCMZW,7,0
A153PKAL7OAY36,25,3
A28ZHJ9ASQ49IY,25,2
A2BTR0GQ5B5JI6,25,3
A2D9EHM5KYCKJW,25,3
A2VL24C5P7Y3DJ,25,3
A31OCN4MNHUQ6W,25,3
A3FN8S0N5JNAL6,25,3
A9WP6SZDU9LO8,25,3
ARQCISK0K4ZGA,25,1
ATVALOQVDCMZW,25,3
A12RE8G66WTO8B,63,0
A153PKAL7OAY36,63,1
A2AJO7WHWIKEHR,63,0
A2JP3HEL3J25AJ,63,0
A2PPUWIXQTM43F,63,0
A31OCN4MNHUQ6W,63,0
A3CVCNNNRNO03T,63,0
A3JMQDTEKRE5X6,63,0
A3MA9V9UPGCOK7,63,0
ATVALOQVDCMZW,63,0
A28ZHJ9ASQ49IY,78,1
A2AWCNQUUXWYT0,78,1
A2BTR0GQ5B5JI6,78,3
A2DO3HBE5HGVEN,78,1
A2JP3HEL3J25AJ,78,1
A31OCN4MNHUQ6W,78,1
A3IP9KYNZZ028B,78,1
A3MU5NDVE8YATT,78,2
APYV9Y0DFZFVP,78,1
AZSDW7JJL5VA7,78,2
A20PWAB7G3HDHU,82,1
A21A79J5ZWD42K,82,1
A2AWCNQUUXWYT0,82,1
A2BTR0GQ5B5JI6,82,3
A2DO3HBE5HGVEN,82,0
A2FDPXPDSAUVUA,82,1
A31OCN4MNHUQ6W,82,2
A35GER5TWMH9VP,82,0
A3JMQDTEKRE5X6,82,1
APYV9Y0DFZFVP,82,0
A1HIXWH4OXT8S4,131,1
A2AJO7WHWIKEHR,131,2
A2BTR0GQ5B5JI6,131,3
A2ITXTZLLTI4GO,131,2
A2PPUWIXQTM43F,131,3
A2VL24C5P7Y3DJ,131,3
A3IP9KYNZZ028B,131,2
A9WP6SZDU9LO8,131,2
AD2OL0K71JBJV,131,3
AZSDW7JJL5VA7,131,0
A153PKAL7OAY36,142,1
A21T6EF3XC7UMT,142,1
A25CRC4AZY5KC1,142,1
A2BTR0GQ5B5JI6,142,3
A2ITXTZLLTI4GO,142,1
A31OCN4MNHUQ6W,142,3
A35GER5TWMH9VP,142,0
A3MU5NDVE8YATT,142,2
A3N8SU0BDM9N36,142,1
AZSDW7JJL5VA7,142,0
A153PKAL7OAY36,155,3
A1DCIXV1JC91MY,155,2
A28ZHJ9ASQ49IY,155,3
A2DO3HBE5HGVEN,155,3
A2FF1R5VPUVTLE,155,3
A2VL24C5P7Y3DJ,155,1
A37YC0D90LZF2M,155,3
A3A3J87AG178Z,155,3
A3MA9V9UPGCOK7,155,3
AJ2FPCR76ETE2,155,3
A13OE9GBRJ0S2U,183,2
A153PKAL7OAY36,183,2
A21A79J5ZWD42K,183,1
A270HOAHEVIFW0,183,1
A2JP3HEL3J25AJ,183,2
A3CVCNNNRNO03T,183,2
A3JMQDTEKRE5X6,183,0
A3MA9V9UPGCOK7,183,1
AHZGGN7YIKNZD,183,1
A153PKAL7OAY36,224,1
A21A79J5ZWD42K,224,0
A23YQUBXZPKILZ,224,1
A2DO3HBE5HGVEN,224,0
A2ITXTZLLTI4GO,224,0
A2JP3HEL3J25AJ,224,0
AJSJVK40F5HM6,224,0
AMOMADKDPO6R5,224,1
AS51L372B5DDV,224,1
AZSDW7JJL5VA7,224,0
A21A79J5ZWD42K,251,0
A28ZHJ9ASQ49IY,251,0
A2JP3HEL3J25AJ,251,0
A2PPUWIXQTM43F,251,1
A31OCN4MNHUQ6W,251,0
A3GE97GX3OXJTW,251,0
A3MA9V9UPGCOK7,251,0
A3UOD54TVFR258,251,0
ALDSIOBRWMZSI,251,0
AZSDW7JJL5VA7,251,0
A1253FXHCZ9CWM,253,0
A28ZHJ9ASQ49IY,253,1
A2BTR0GQ5B5JI6,253,0
A2JP3HEL3J25AJ,253,0
A31OCN4MNHUQ6W,253,0
A3220HG1O83HQ4,253,1
A35GER5TWMH9VP,253,0
A3JMQDTEKRE5X6,253,0
ALAGGMJ7UZZKJ,253,3
AVWJPWUEE3U4Q,253,0
A1DCIXV1JC91MY,263,0
A2BTR0GQ5B5JI6,263,0
A2DO3HBE5HGVEN,263,0
A2JP3HEL3J25AJ,263,0
A3220HG1O83HQ4,263,0
A3JEB66F98ZWH8,263,0
A3JMQDTEKRE5X6,263,0
AJSJVK40F5HM6,263,0
AZSDW7JJL5VA7,263,3
A153PKAL7OAY36,270,3
A18HIFA78GUAG9,270,1
A1T5QP821HMMGS,270,3
A2AJO7WHWIKEHR,270,2
A2DO3HBE5HGVEN,270,2
A2NVEB91139A29,270,3
A31OCN4MNHUQ6W,270,3
A3CVCNNNRNO03T,270,1
ATVALOQVDCMZW,270,3
AZSDW7JJL5VA7,270,3
