worker,task,answer
0.0,3,0
0.0,7,0
0.0,14,0
0.0,15,1
0.0,18,1
0.0,21,0
0.0,22,1
0.0,31,1
0.0,36,1
0.0,37,0
0.0,44,0
2.0,1,1
2.0,10,0
2.0,15,0
2.0,16,0
2.0,28,0
2.0,29,1
2.0,33,0
2.0,35,1
2.0,36,0
2.0,43,1
2.0,44,1
2.0,47,0
10.0,6,0
10.0,10,1
10.0,14,1
10.0,18,0
10.0,19,1
10.0,20,1
10.0,36,1
11.0,1,0
11.0,4,1
11.0,5,1
11.0,9,1
11.0,10,0
11.0,30,1
11.0,31,1
11.0,35,1
13.0,13,1
13.0,25,0
13.0,28,0
13.0,29,1
13.0,30,0
13.0,33,1
13.0,35,1
13.0,39,0
13.0,40,0
13.0,41,0
13.0,46,0
15.0,0,0
15.0,4,1
15.0,8,0
15.0,14,1
15.0,15,1
15.0,16,0
15.0,23,0
15.0,29,1
15.0,38,0
15.0,41,0
15.0,46,1
27.0,1,1
27.0,6,0
27.0,15,1
27.0,23,1
27.0,29,1
27.0,31,1
27.0,32,1
27.0,46,1
27.0,47,0
27.0,48,1
29.0,2,0
29.0,3,1
29.0,6,1
29.0,21,1
29.0,30,1
29.0,36,0
29.0,37,0
29.0,38,1
29.0,40,0
30.0,0,1
30.0,1,0
30.0,6,0
30.0,8,0
30.0,9,0
30.0,11,1
30.0,27,1
30.0,48,0
31.0,2,0
31.0,11,1
31.0,20,1
31.0,25,0
31.0,30,1
31.0,43,1
33.0,6,0
33.0,12,0
33.0,18,1
33.0,20,0
33.0,23,1
33.0,24,1
33.0,27,1
33.0,32,0
33.0,33,0
38.0,7,0
38.0,12,0
38.0,20,0
38.0,21,1
38.0,25,0
38.0,27,1
38.0,31,1
41.0,4,0
41.0,6,0
41.0,7,1
41.0,12,0
41.0,14,0
41.0,18,0
41.0,20,0
41.0,24,0
41.0,29,0
41.0,35,0
41.0,44,0
43.0,3,1
43.0,8,1
43.0,10,0
43.0,13,1
43.0,17,1
43.0,27,0
43.0,29,0
43.0,38,0
43.0,46,1
43.0,47,0
44.0,0,1
44.0,4,0
44.0,5,0
44.0,11,1
44.0,15,0
44.0,18,1
44.0,20,0
44.0,26,1
44.0,31,1
44.0,33,0
44.0,36,1
44.0,40,1
44.0,41,1
44.0,45,0
44.0,48,1
45.0,10,0
45.0,13,1
45.0,15,1
45.0,16,0
45.0,18,1
45.0,26,0
45.0,33,1
45.0,48,0
48.0,6,1
48.0,28,0
48.0,29,1
48.0,38,1
48.0,41,1
48.0,42,1
48.0,47,0
48.0,48,1
49.0,1,1
49.0,3,0
49.0,5,1
49.0,21,0
49.0,25,0
49.0,37,1
49.0,42,1
49.0,49,0
51.0,0,0
51.0,1,0
51.0,5,0
51.0,11,1
51.0,21,0
51.0,33,0
51.0,35,0
51.0,36,0
51.0,46,0
51.0,48,0
52.0,0,0
52.0,1,0
52.0,3,0
52.0,8,0
52.0,15,0
52.0,27,1
52.0,28,0
52.0,34,1
52.0,38,1
52.0,42,0
52.0,44,0
55.0,4,1
55.0,17,0
55.0,29,1
55.0,36,1
55.0,38,0
55.0,42,1
55.0,46,1
55.0,48,1
59.0,8,1
59.0,9,0
59.0,11,0
59.0,17,1
59.0,18,0
59.0,19,1
59.0,20,1
59.0,24,0
59.0,26,0
59.0,27,0
59.0,33,1
60.0,2,1
60.0,3,0
60.0,5,0
60.0,9,1
60.0,13,0
60.0,14,0
60.0,27,0
60.0,28,0
60.0,34,1
60.0,42,1
60.0,47,0
61.0,1,0
61.0,5,0
61.0,13,1
61.0,14,1
61.0,16,1
61.0,18,0
61.0,21,1
61.0,25,1
61.0,33,1
61.0,34,1
61.0,36,0
61.0,37,0
61.0,40,0
61.0,43,1
61.0,48,0
63.0,0,1
63.0,3,0
63.0,6,0
63.0,7,1
63.0,9,1
63.0,23,1
63.0,30,0
63.0,33,0
63.0,46,1
65.0,0,1
65.0,5,1
65.0,16,1
65.0,19,0
65.0,25,0
65.0,29,1
65.0,44,0
65.0,46,1
65.0,47,0
79.0,0,1
79.0,1,0
79.0,13,1
79.0,15,0
79.0,17,1
