task,truth
9,0
16,0
45,0
83,0
173,0
220,0
251,0
265,0
276,1
304,0
305,0
329,0
342,0
380,0
401,0
408,0
413,0
418,0
427,0
447,0
464,0
481,0
494,0
497,0
498,0
543,0
553,0
558,0
591,0
619,0
623,0
625,0
633,0
637,0
644,0
645,0
664,0
693,0
700,0
709,0
735,0
758,0
768,0
770,1
799,0
806,0
849,0
883,0
893,0
915,0
932,0
937,0
941,0
952,0
965,0
979,0
991,0
992,1
1041,0
1094,0
1163,0
1201,0
1229,0
1234,0
1260,0
1278,0
1298,0
1377,0
1385,0
1389,0
1488,0
1496,1
1510,0
1546,1
1548,0
1556,0
1567,0
1574,0
1599,0
1613,0
1618,0
1651,0
1681,0
1754,1
1758,0
1800,0
1818,0
1826,1
1850,0
1882,0
1894,0
1906,0
1919,0
1956,0
1964,0
1974,0
1981,0
1983,0
1987,0
1996,0
