task,truth
37,0
39,0
41,0
68,0
110,0
129,0
136,0
138,0
154,0
155,0
170,0
177,1
190,0
194,0
196,0
214,1
231,0
241,0
242,0
245,0
248,1
255,1
301,0
357,0
378,0
389,0
446,0
472,0
493,0
495,0
507,0
540,0
572,0
596,0
607,0
617,0
657,0
660,0
669,0
732,0
787,0
796,0
820,0
894,0
918,0
920,0
935,0
944,0
947,0
963,0
999,0
1001,0
1019,0
1046,0
1056,0
1065,0
1067,0
1099,1
1109,0
1111,0
1127,0
1132,0
1174,0
1180,0
1226,0
1227,0
1308,0
1332,0
1337,1
1344,0
1349,0
1356,1
1404,1
1412,1
1421,0
1435,0
1437,0
1448,0
1450,0
1464,0
1489,1
1505,0
1535,0
1551,0
1555,0
1635,0
1667,0
1682,0
1695,0
1720,0
1791,1
1813,0
1817,0
1832,0
1847,0
1872,0
1943,0
1950,0
1963,0
1968,0
