task,truth
15,0
31,0
38,0
100,1
102,0
112,0
150,0
162,0
181,0
184,0
222,0
272,0
275,0
288,0
308,0
319,0
326,0
367,0
390,0
397,0
430,0
442,0
456,0
514,1
518,0
570,0
586,1
612,0
614,0
616,0
686,0
691,0
703,0
705,0
718,0
743,0
773,0
790,0
825,0
844,0
874,1
878,0
891,0
906,0
943,0
948,0
976,0
994,0
1004,1
1017,1
1040,1
1064,0
1098,0
1123,0
1130,0
1134,0
1138,0
1139,0
1172,0
1198,0
1212,0
1213,0
1222,0
1261,1
1268,0
1277,0
1335,0
1339,0
1343,0
1351,0
1366,0
1390,0
1417,0
1493,0
1497,0
1513,0
1532,0
1558,0
1634,1
1643,0
1646,0
1657,0
1670,0
1685,1
1687,0
1698,0
1739,0
1749,0
1768,0
1812,0
1821,0
1836,0
1844,0
1846,0
1856,0
1885,0
1890,0
1898,1
1899,0
1933,0
