task,truth
3,0
18,0
24,0
49,0
50,0
61,0
86,0
95,0
132,0
137,0
152,0
162,0
207,1
215,0
228,1
248,1
252,1
262,0
276,1
296,0
303,0
356,0
361,0
402,0
440,0
444,1
455,0
470,0
482,1
495,0
611,0
618,0
647,0
649,0
703,0
736,0
781,0
794,0
813,0
823,0
835,0
862,0
876,0
891,0
965,0
1027,0
1045,0
1056,0
1065,0
1090,1
1091,1
1111,0
1120,0
1122,1
1150,0
1172,0
1174,0
1186,0
1191,0
1217,0
1221,1
1245,0
1252,0
1257,1
1276,0
1278,0
1289,1
1298,0
1329,1
1341,1
1347,0
1355,0
1366,0
1376,0
1415,0
1429,0
1433,0
1499,0
1501,0
1524,0
1550,0
1586,0
1594,0
1649,0
1654,0
1662,1
1678,1
1723,0
1729,1
1744,0
1775,0
1776,0
1780,1
1804,0
1838,0
1851,0
1881,0
1891,0
1898,1
1910,0
