task,truth
1,1
7,0
20,0
42,0
95,0
122,0
144,1
163,0
185,0
193,0
216,0
237,0
238,0
295,0
310,1
333,0
343,0
344,0
345,0
382,0
390,0
418,0
422,0
436,0
442,0
485,1
511,0
537,0
563,1
565,0
604,0
616,0
618,0
642,0
697,0
745,0
758,0
770,1
775,1
826,0
876,0
881,0
929,0
943,0
955,0
974,1
1027,0
1049,0
1070,0
1074,0
1118,0
1119,1
1148,0
1152,0
1157,0
1185,0
1187,1
1239,0
1243,0
1246,1
1267,0
1290,0
1431,0
1442,0
1447,0
1485,0
1486,0
1505,0
1506,0
1507,0
1510,0
1545,0
1558,0
1578,0
1608,0
1627,0
1674,0
1680,0
1696,0
1702,0
1721,0
1767,0
1770,0
1789,1
1805,0
1812,0
1821,0
1822,0
1839,0
1863,0
1872,0
1889,1
1915,0
1918,0
1927,1
1931,0
1962,0
1980,1
1982,0
1992,0
