task,truth
14,0
15,0
19,0
47,0
69,0
79,0
90,0
117,1
178,0
183,0
222,0
260,0
261,0
270,0
328,0
339,0
374,0
377,0
379,0
383,0
395,0
404,0
448,0
466,0
467,0
493,0
504,0
506,0
541,0
552,0
634,0
656,0
661,0
672,0
674,0
679,0
711,0
851,0
866,0
870,0
894,0
895,0
911,0
916,1
976,0
979,0
980,0
983,0
1007,0
1039,0
1081,0
1117,0
1144,1
1156,0
1168,0
1173,1
1180,0
1184,0
1222,0
1225,0
1238,0
1255,0
1282,1
1293,0
1310,0
1330,1
1331,0
1347,0
1348,0
1354,0
1357,0
1405,0
1428,0
1439,0
1468,0
1491,1
1531,1
1543,0
1546,1
1605,0
1640,0
1686,0
1701,0
1737,0
1766,0
1797,0
1806,0
1813,0
1826,1
1831,0
1836,0
1855,0
1870,0
1906,0
1907,0
1948,0
1963,0
1967,1
1977,1
1979,0
