task,truth
9,0
26,0
46,0
72,0
82,0
85,0
93,0
113,0
116,0
137,0
157,0
181,0
204,0
208,0
214,1
230,0
241,0
243,0
250,0
274,0
275,0
280,0
305,0
312,0
319,0
321,1
332,0
360,0
370,0
457,0
459,1
464,0
503,1
583,0
590,0
619,0
636,0
654,1
668,0
698,0
706,0
717,0
722,0
741,0
744,1
795,0
837,0
841,0
875,0
886,0
935,0
954,0
981,0
999,0
1006,0
1018,1
1041,0
1045,0
1066,0
1071,0
1086,0
1169,0
1232,0
1265,1
1289,1
1304,0
1338,0
1339,0
1341,1
1395,0
1404,1
1436,0
1443,0
1450,0
1454,0
1472,0
1495,0
1497,0
1509,0
1524,0
1536,0
1549,0
1561,0
1574,0
1602,1
1626,0
1631,1
1643,0
1661,0
1760,1
1790,0
1804,0
1834,0
1862,0
1923,0
1937,0
1951,0
1954,0
1959,0
1972,0
