task,truth
5,1
44,0
80,1
104,0
129,0
136,0
141,0
205,0
254,0
256,0
269,0
326,0
364,0
387,1
398,0
408,0
411,0
445,0
468,0
491,0
518,0
529,0
544,0
551,0
574,0
578,0
601,0
614,0
624,0
682,0
700,0
704,0
740,0
748,1
749,1
750,1
768,0
807,0
816,0
849,0
893,0
899,0
908,0
919,0
946,0
951,0
978,0
984,0
985,1
988,1
991,0
1016,1
1023,0
1034,1
1082,0
1093,0
1103,1
1189,0
1215,0
1264,0
1268,0
1271,1
1287,0
1305,0
1318,0
1359,0
1363,0
1430,0
1444,1
1445,0
1452,1
1481,1
1488,0
1494,0
1511,1
1553,0
1568,0
1576,0
1596,1
1625,0
1641,0
1651,0
1660,0
1667,0
1706,0
1708,0
1749,0
1756,0
1768,0
1777,1
1798,0
1833,0
1851,0
1852,0
1859,0
1899,0
1922,0
1944,0
1978,0
1987,0
