worker,task,answer
A153PKAL7OAY36,9,3
A1HIXWH4OXT8S4,9,3
A1XFA0A9Z3LAZJ,9,3
A23YQUBXZPKILZ,9,3
A2PPUWIXQTM43F,9,3
A31OCN4MNHUQ6W,9,3
A8XTEV2JA6R2X,9,3
AJSJVK40F5HM6,9,3
APYV9Y0DFZFVP,9,3
ATVALOQVDCMZW,9,3
A153PKAL7OAY36,28,1
A2AJO7WHWIKEHR,28,0
A2BTR0GQ5B5JI6,28,0
A2DO3HBE5HGVEN,28,0
A2ITXTZLLTI4GO,28,0
A2JP3HEL3J25AJ,28,0
A2NVEB91139A29,28,0
A31OCN4MNHUQ6W,28,0
A3NN88JE3JU6SK,28,0
A4X14HN0F6KVW,28,0
A153PKAL7OAY36,39,0
A28ZHJ9ASQ49IY,39,0
A2BTR0GQ5B5JI6,39,0
A2ITXTZLLTI4GO,39,0
A2PPUWIXQTM43F,39,0
A2QJU93US627QI,39,0
A2VL24C5P7Y3DJ,39,3
A3FN8S0N5JNAL6,39,0
A3NN88JE3JU6SK,39,0
AJSJVK40F5HM6,39,0
A2BTR0GQ5B5JI6,47,3
A2ITXTZLLTI4GO,47,3
A2JP3HEL3J25AJ,47,3
A2VL24C5P7Y3DJ,47,3
A3C7AVL4R1C1J4,47,3
A3MA9V9UPGCOK7,47,3
A3MU5NDVE8YATT,47,1
ALAGGMJ7UZZKJ,47,3
APYV9Y0DFZFVP,47,3
AZSDW7JJL5VA7,47,3
A153PKAL7OAY36,64,3
A21T6EF3XC7UMT,64,2
A25CRC4AZY5KC1,64,2
A3GE97GX3OXJTW,64,1
A3MA9V9UPGCOK7,64,2
A3NN88JE3JU6SK,64,3
A8XTEV2JA6R2X,64,3
APYV9Y0DFZFVP,64,3
ATVALOQVDCMZW,64,2
AZSDW7JJL5VA7,64,2
A20PWAB7G3HDHU,100,0
A22C0PJUBFJTI0,100,0
A2DO3HBE5HGVEN,100,0
A2PBQYCW2URQT5,100,0
A31OCN4MNHUQ6W,100,0
A35GER5TWMH9VP,100,0
A3GE97GX3OXJTW,100,0
APYV9Y0DFZFVP,100,0
ATVALOQVDCMZW,100,0
A1HIXWH4OXT8S4,130,1
A2AJO7WHWIKEHR,130,2
A2BTR0GQ5B5JI6,130,3
A2ITXTZLLTI4GO,130,2
A2PPUWIXQTM43F,130,3
A2VL24C5P7Y3DJ,130,3
A3IP9KYNZZ028B,130,2
A9WP6SZDU9LO8,130,2
AD2OL0K71JBJV,130,3
AZSDW7JJL5VA7,130,1
A2AJO7WHWIKEHR,152,0
A2BTR0GQ5B5JI6,152,3
A2DO3HBE5HGVEN,152,0
A2JP3HEL3J25AJ,152,1
A2PPUWIXQTM43F,152,0
A31OCN4MNHUQ6W,152,0
A3MA9V9UPGCOK7,152,0
A3NN88JE3JU6SK,152,0
APYV9Y0DFZFVP,152,0
AZSDW7JJL5VA7,152,0
A1HIXWH4OXT8S4,197,0
A23YQUBXZPKILZ,197,0
A2AJO7WHWIKEHR,197,0
A2BTR0GQ5B5JI6,197,1
A2PQX03F0ZWXL3,197,1
A31OCN4MNHUQ6W,197,0
A37IG1AU82PLU,197,0
A3GE97GX3OXJTW,197,0
A3NN88JE3JU6SK,197,0
ALDSIOBRWMZSI,197,0
A1253FXHCZ9CWM,216,0
A2AJO7WHWIKEHR,216,0
A2U0R4X38GUKZE,216,0
A2VL24C5P7Y3DJ,216,3
A35GER5TWMH9VP,216,0
A3FN8S0N5JNAL6,216,0
A3FWALK6TSJ3YF,216,0
A3GE97GX3OXJTW,216,0
A3JMQDTEKRE5X6,216,0
A3MA9V9UPGCOK7,216,0
A153PKAL7OAY36,236,0
A2FDPXPDSAUVUA,236,0
A2PPUWIXQTM43F,236,0
A2PQX03F0ZWXL3,236,0
A31OCN4MNHUQ6W,236,0
A3C7AVL4R1C1J4,236,0
A3N8SU0BDM9N36,236,0
A3NN88JE3JU6SK,236,0
AS51L372B5DDV,236,0
AZSDW7JJL5VA7,236,0
