worker,task,answer
A153PKAL7OAY36,10,1
A25LQC7UPMAADF,10,0
A2BTR0GQ5B5JI6,10,0
A2DO3HBE5HGVEN,10,0
A2ITXTZLLTI4GO,10,0
A2JP3HEL3J25AJ,10,0
A31OCN4MNHUQ6W,10,0
A3FN8S0N5JNAL6,10,0
A3GE97GX3OXJTW,10,0
ATVALOQVDCMZW,10,0
A1IB9WML70CU89,20,0
A21A79J5ZWD42K,20,0
A28ZHJ9ASQ49IY,20,0
A2U0R4X38GUKZE,20,0
A31OCN4MNHUQ6W,20,0
A32W20KGQXS0LL,20,0
A37YC0D90LZF2M,20,1
A3FN8S0N5JNAL6,20,0
A3JEB66F98ZWH8,20,0
A3MU5NDVE8YATT,20,1
A153PKAL7OAY36,37,0
A28ZHJ9ASQ49IY,37,0
A2BTR0GQ5B5JI6,37,0
A2ITXTZLLTI4GO,37,0
A2PPUWIXQTM43F,37,3
A2QJU93US627QI,37,0
A2VL24C5P7Y3DJ,37,1
A3FN8S0N5JNAL6,37,1
A3NN88JE3JU6SK,37,0
AJSJVK40F5HM6,37,0
A18HIFA78GUAG9,44,0
A25CRC4AZY5KC1,44,0
A28ZHJ9ASQ49IY,44,0
A2AJO7WHWIKEHR,44,0
A31OCN4MNHUQ6W,44,0
A3477QYMFXUC4I,44,0
A3JMQDTEKRE5X6,44,0
ATFH1OABZJL68,44,0
AVWJPWUEE3U4Q,44,0
AZ1S5BIG5R6P6,44,0
A1253FXHCZ9CWM,77,1
A153PKAL7OAY36,77,1
A1JTOT0DWM6QGL,77,2
A21T6EF3XC7UMT,77,3
A25LQC7UPMAADF,77,1
A28ZHJ9ASQ49IY,77,3
A31OCN4MNHUQ6W,77,3
A3CVCNNNRNO03T,77,1
A4X14HN0F6KVW,77,1
AVWJPWUEE3U4Q,77,1
A23YQUBXZPKILZ,92,3
A2CBFJLWW0QIFL,92,3
A2ITXTZLLTI4GO,92,0
A2JP3HEL3J25AJ,92,3
A2TQBNHGF2YP2E,92,1
A3FN8S0N5JNAL6,92,1
A3JMQDTEKRE5X6,92,0
APYV9Y0DFZFVP,92,3
A153PKAL7OAY36,114,2
A21A79J5ZWD42K,114,0
A21T6EF3XC7UMT,114,0
A2ITXTZLLTI4GO,114,1
A2U0R4X38GUKZE,114,1
A31OCN4MNHUQ6W,114,0
A3NN88JE3JU6SK,114,0
AJSJVK40F5HM6,114,1
APYV9Y0DFZFVP,114,0
AZ1S5BIG5R6P6,114,0
A153PKAL7OAY36,142,1
A21T6EF3XC7UMT,142,1
A25CRC4AZY5KC1,142,1
A2BTR0GQ5B5JI6,142,3
A2ITXTZLLTI4GO,142,1
A31OCN4MNHUQ6W,142,3
A35GER5TWMH9VP,142,0
A3MU5NDVE8YATT,142,2
A3N8SU0BDM9N36,142,1
AZSDW7JJL5VA7,142,0
A1IB9WML70CU89,177,0
A2AJO7WHWIKEHR,177,0
A2ITXTZLLTI4GO,177,0
A31OCN4MNHUQ6W,177,0
A3220HG1O83HQ4,177,0
A35GER5TWMH9VP,177,0
A3MA9V9UPGCOK7,177,0
A3Q9EYFT15U0Q7,177,0
AZSDW7JJL5VA7,177,0
A21A79J5ZWD42K,179,0
A2DO3HBE5HGVEN,179,0
A2ITXTZLLTI4GO,179,0
A2VL24C5P7Y3DJ,179,1
A31OCN4MNHUQ6W,179,0
A3477QYMFXUC4I,179,0
A3JMQDTEKRE5X6,179,0
A3MA9V9UPGCOK7,179,0
AHSMUWLIX8N2F,179,0
ATVALOQVDCMZW,179,0
A153PKAL7OAY36,214,0
A1IB9WML70CU89,214,0
A2U0R4X38GUKZE,214,0
A3220HG1O83HQ4,214,1
A3477QYMFXUC4I,214,0
A35GER5TWMH9VP,214,0
A3CVCNNNRNO03T,214,0
A3MA9V9UPGCOK7,214,0
A3MU5NDVE8YATT,214,2
ATVALOQVDCMZW,214,0
A153PKAL7OAY36,217,0
A1HIXWH4OXT8S4,217,0
A1UFFJE2P4IZZ5,217,0
A21US576U8SCO4,217,0
A25CRC4AZY5KC1,217,0
A28ZHJ9ASQ49IY,217,0
A2DO3HBE5HGVEN,217,0
A2EN2EU6CLN7DP,217,0
A2ITXTZLLTI4GO,217,0
A2YLF04UAKYVF1,217,0
A31OCN4MNHUQ6W,217,0
A32309NYZO1QFB,217,0
A35HNSSK5MHRAQ,217,0
A3AY01XG3S0N6G,217,0
A3DGZIRDB1G0ZG,217,0
A3MA9V9UPGCOK7,217,0
A4AD9ZMVU9SVA,217,0
AHY98D5P05XIV,217,0
ANFN495V72UIT,217,0
APYV9Y0DFZFVP,217,0
AZ1S5BIG5R6P6,217,0
A21A79J5ZWD42K,221,0
A2AJO7WHWIKEHR,221,1
A2DO3HBE5HGVEN,221,0
A2JP3HEL3J25AJ,221,0
A3GE97GX3OXJTW,221,0
A3MA9V9UPGCOK7,221,0
A3MU5NDVE8YATT,221,1
A3NN88JE3JU6SK,221,0
AY56VAS30RO23,221,0
AZSDW7JJL5VA7,221,0
A1HIXWH4OXT8S4,222,0
A28ZHJ9ASQ49IY,222,0
A2BTR0GQ5B5JI6,222,3
A2DO3HBE5HGVEN,222,0
A2VL24C5P7Y3DJ,222,3
A37IG1AU82PLU,222,1
A3JMQDTEKRE5X6,222,0
A3MA9V9UPGCOK7,222,0
A3NN88JE3JU6SK,222,3
A153PKAL7OAY36,245,0
A1DCIXV1JC91MY,245,0
A2BTR0GQ5B5JI6,245,0
A2DO3HBE5HGVEN,245,0
A31OCN4MNHUQ6W,245,0
A32W20KGQXS0LL,245,0
A3GE97GX3OXJTW,245,0
A3MU5NDVE8YATT,245,1
ARQCISK0K4ZGA,245,0
AZSDW7JJL5VA7,245,0
A21A79J5ZWD42K,275,0
A25CRC4AZY5KC1,275,0
A28ZHJ9ASQ49IY,275,0
A2BTR0GQ5B5JI6,275,3
A2FDPXPDSAUVUA,275,0
A2VL24C5P7Y3DJ,275,1
A31OCN4MNHUQ6W,275,0
A35GER5TWMH9VP,275,0
A3FN8S0N5JNAL6,275,0
ATVALOQVDCMZW,275,0
A16AZHD3CCD77Q,356,3
A1OT3A29R9N1DG,356,3
A1PXXEOGQ76RNJ,356,0
A1UFFJE2P4IZZ5,356,3
A1UKUDGXMHTYAR,356,3
A21US576U8SCO4,356,0
A29T6EIMK6R7O0,356,3
A2L8NPD29701AN,356,3
A35HNSSK5MHRAQ,356,3
A3SZQFHYDTOAPA,356,3
