worker,task,answer
A1253FXHCZ9CWM,1,2
A153PKAL7OAY36,1,3
A1XFA0A9Z3LAZJ,1,3
A21A79J5ZWD42K,1,3
A2AWCNQUUXWYT0,1,3
A31OCN4MNHUQ6W,1,3
A3JMQDTEKRE5X6,1,3
A3PW2Q9S777X7G,1,3
AZ1S5BIG5R6P6,1,2
AZSDW7JJL5VA7,1,0
A12RE8G66WTO8B,3,3
A153PKAL7OAY36,3,3
A1HIXWH4OXT8S4,3,3
A20PWAB7G3HDHU,3,3
A2JP3HEL3J25AJ,3,3
A31OCN4MNHUQ6W,3,3
A3MA9V9UPGCOK7,3,3
A3N8SU0BDM9N36,3,3
ATVALOQVDCMZW,3,3
AVWJPWUEE3U4Q,3,3
A153PKAL7OAY36,15,0
A1T5QP821HMMGS,15,0
A2PPUWIXQTM43F,15,0
A317Q6CKB8GHBZ,15,3
A31OCN4MNHUQ6W,15,0
A361QEE8R11VE1,15,0
AA7JUQDEJKDB0,15,1
AOUMYCLO4I993,15,0
APYV9Y0DFZFVP,15,0
A153PKAL7OAY36,27,1
A2AJO7WHWIKEHR,27,1
A2BTR0GQ5B5JI6,27,0
A2DO3HBE5HGVEN,27,0
A2ITXTZLLTI4GO,27,0
A2JP3HEL3J25AJ,27,0
A2NVEB91139A29,27,3
A31OCN4MNHUQ6W,27,2
A3NN88JE3JU6SK,27,0
A4X14HN0F6KVW,27,3
A1253FXHCZ9CWM,59,0
A25CRC4AZY5KC1,59,0
A29PUIKL3JWDP8,59,0
A2BTR0GQ5B5JI6,59,0
A2ITXTZLLTI4GO,59,0
A2JP3HEL3J25AJ,59,0
A2QJU93US627QI,59,0
A3GE97GX3OXJTW,59,0
A3JMQDTEKRE5X6,59,0
A8XTEV2JA6R2X,59,0
A22C0PJUBFJTI0,118,3
A2BTR0GQ5B5JI6,118,3
A2DO3HBE5HGVEN,118,1
A2PQX03F0ZWXL3,118,0
A31OCN4MNHUQ6W,118,0
A32W20KGQXS0LL,118,3
A3IP9KYNZZ028B,118,3
AJSJVK40F5HM6,118,2
ALAGGMJ7UZZKJ,118,1
AZ1S5BIG5R6P6,118,0
A153PKAL7OAY36,143,1
A21T6EF3XC7UMT,143,0
A25CRC4AZY5KC1,143,0
A2BTR0GQ5B5JI6,143,3
A2ITXTZLLTI4GO,143,0
A31OCN4MNHUQ6W,143,1
A35GER5TWMH9VP,143,0
A3MU5NDVE8YATT,143,0
A3N8SU0BDM9N36,143,1
AZSDW7JJL5VA7,143,0
A153PKAL7OAY36,167,0
A1JTOT0DWM6QGL,167,0
A2DO3HBE5HGVEN,167,0
A31OCN4MNHUQ6W,167,0
A35GER5TWMH9VP,167,0
A3MU5NDVE8YATT,167,1
A3NN88JE3JU6SK,167,0
ATFH1OABZJL68,167,0
ATVALOQVDCMZW,167,0
AVWJPWUEE3U4Q,167,0
A21A79J5ZWD42K,181,0
A2DO3HBE5HGVEN,181,0
A2ITXTZLLTI4GO,181,0
A2VL24C5P7Y3DJ,181,1
A31OCN4MNHUQ6W,181,0
A3477QYMFXUC4I,181,0
A3JMQDTEKRE5X6,181,0
A3MA9V9UPGCOK7,181,0
AHSMUWLIX8N2F,181,0
ATVALOQVDCMZW,181,0
A153PKAL7OAY36,188,0
A2AWCNQUUXWYT0,188,0
A2TOV7KSQSHSR2,188,0
A31OCN4MNHUQ6W,188,0
A3CVCNNNRNO03T,188,0
A3GE97GX3OXJTW,188,0
A3N8SU0BDM9N36,188,0
AC0YIZF6G5V9G,188,0
AOFQT4DJZHMK7,188,1
ATVALOQVDCMZW,188,0
A153PKAL7OAY36,226,3
A1XFA0A9Z3LAZJ,226,3
A20PWAB7G3HDHU,226,3
A22KL81T3FBM68,226,3
A2JP3HEL3J25AJ,226,3
A31OCN4MNHUQ6W,226,3
A32NMQRHD2C7R5,226,3
A3GE97GX3OXJTW,226,3
AOUMYCLO4I993,226,3
AQLJEOT16YQWT,226,3
A23YQUBXZPKILZ,249,0
A2AJO7WHWIKEHR,249,0
A2BTR0GQ5B5JI6,249,0
A2U0R4X38GUKZE,249,0
A31OCN4MNHUQ6W,249,0
A37IG1AU82PLU,249,0
A3JMQDTEKRE5X6,249,0
AD2OL0K71JBJV,249,0
AS51L372B5DDV,249,1
AZSDW7JJL5VA7,249,3
