worker,task,answer
0.0,2,1
0.0,14,1
0.0,18,1
0.0,23,0
0.0,24,0
0.0,27,0
0.0,31,0
0.0,32,0
0.0,35,1
0.0,42,1
0.0,44,1
0.0,46,1
0.0,48,0
3.0,5,0
3.0,7,1
3.0,9,1
3.0,11,1
3.0,15,1
3.0,19,0
3.0,22,0
3.0,24,0
3.0,25,0
3.0,32,0
3.0,35,0
3.0,38,0
3.0,41,0
3.0,48,1
14.0,8,0
14.0,17,1
14.0,18,1
14.0,19,1
14.0,20,1
14.0,22,1
14.0,25,1
14.0,26,0
14.0,28,1
14.0,32,1
14.0,48,1
21.0,2,1
21.0,5,0
21.0,11,1
21.0,13,0
21.0,14,1
21.0,16,0
21.0,20,0
21.0,23,0
21.0,24,0
21.0,25,1
21.0,30,1
21.0,40,1
21.0,41,1
21.0,46,0
21.0,49,0
22.0,2,0
22.0,5,1
22.0,8,1
22.0,10,0
22.0,17,1
22.0,21,1
22.0,27,1
22.0,29,0
22.0,32,1
22.0,33,1
22.0,34,0
22.0,45,0
26.0,1,1
26.0,3,0
26.0,11,1
26.0,12,1
26.0,16,0
26.0,17,1
26.0,19,0
26.0,20,1
26.0,22,1
26.0,26,1
26.0,30,0
26.0,34,0
26.0,41,1
26.0,42,1
26.0,45,1
26.0,47,0
26.0,49,0
31.0,2,1
31.0,12,1
31.0,14,0
31.0,17,0
31.0,20,0
31.0,21,1
31.0,23,0
31.0,25,0
31.0,26,0
31.0,28,0
31.0,29,1
31.0,32,0
31.0,35,1
31.0,36,1
31.0,40,1
31.0,41,1
31.0,42,0
31.0,45,0
31.0,48,1
31.0,49,1
33.0,0,0
33.0,4,1
33.0,7,0
33.0,8,1
33.0,10,1
33.0,13,0
33.0,21,0
33.0,22,0
33.0,23,1
33.0,24,0
33.0,26,1
33.0,27,0
33.0,28,1
33.0,30,0
33.0,33,0
33.0,39,1
33.0,42,0
33.0,44,0
33.0,48,1
37.0,9,0
37.0,11,1
37.0,12,1
37.0,13,0
37.0,15,0
37.0,21,1
37.0,23,1
37.0,25,0
37.0,31,1
37.0,32,0
37.0,36,1
37.0,37,1
37.0,41,1
41.0,5,0
41.0,9,1
41.0,14,1
41.0,23,1
41.0,24,1
41.0,28,1
41.0,34,0
41.0,36,1
41.0,44,0
41.0,48,1
41.0,49,0
50.0,0,1
50.0,2,0
50.0,3,1
50.0,6,1
50.0,8,1
50.0,10,0
50.0,13,1
50.0,16,0
50.0,17,1
50.0,22,1
50.0,26,1
50.0,32,1
50.0,34,0
50.0,36,1
50.0,41,1
50.0,44,1
50.0,46,0
51.0,3,0
51.0,4,0
51.0,12,1
51.0,13,0
51.0,14,1
51.0,15,0
51.0,16,1
51.0,17,1
51.0,21,0
51.0,26,1
51.0,31,1
51.0,33,0
51.0,38,1
51.0,39,0
51.0,43,1
51.0,44,0
51.0,45,1
51.0,46,1
54.0,6,0
54.0,8,1
54.0,10,0
54.0,14,1
54.0,16,0
54.0,18,0
54.0,21,1
54.0,22,1
54.0,25,1
54.0,28,0
54.0,30,1
54.0,47,0
54.0,48,1
54.0,49,0
55.0,0,1
55.0,2,0
55.0,11,0
55.0,12,1
55.0,13,1
55.0,14,1
55.0,16,0
55.0,18,1
55.0,21,0
55.0,25,1
55.0,33,1
55.0,36,0
55.0,37,0
55.0,41,1
55.0,47,1
55.0,48,0
57.0,2,1
57.0,5,1
57.0,6,1
57.0,8,1
57.0,12,1
57.0,13,0
57.0,17,0
57.0,18,0
57.0,19,0
57.0,22,0
57.0,23,0
57.0,25,1
57.0,27,1
57.0,28,0
57.0,29,1
57.0,30,0
57.0,35,1
57.0,36,0
57.0,37,0
57.0,38,0
57.0,41,0
57.0,46,0
57.0,48,1
57.0,49,1
58.0,5,0
58.0,7,0
58.0,8,1
58.0,18,1
58.0,20,1
58.0,21,0
58.0,23,1
58.0,25,0
58.0,27,1
58.0,31,0
58.0,34,0
58.0,35,1
58.0,38,1
58.0,40,1
58.0,41,1
58.0,46,0
58.0,47,0
60.0,3,1
60.0,5,1
60.0,10,0
60.0,12,1
60.0,17,1
60.0,19,0
60.0,20,1
60.0,21,0
60.0,22,1
60.0,26,0
60.0,28,0
60.0,29,0
60.0,31,0
60.0,33,1
60.0,39,1
60.0,43,1
60.0,45,1
60.0,46,0
60.0,49,0
70.0,0,1
70.0,1,0
70.0,2,0
70.0,7,1
70.0,9,1
70.0,11,1
70.0,16,0
70.0,18,0
70.0,21,0
70.0,22,1
70.0,23,0
70.0,26,1
70.0,27,0
70.0,29,0
70.0,31,1
70.0,36,0
70.0,39,1
70.0,44,1
70.0,45,0
70.0,46,0
70.0,47,1
76.0,3,1
76.0,4,0
76.0,10,1
76.0,19,0
76.0,20,0
76.0,21,1
76.0,22,1
76.0,26,1
76.0,27,0
76.0,31,1
76.0,41,0
76.0,44,1
76.0,47,1
76.0,49,1
83.0,1,0
83.0,10,1
83.0,12,0
83.0,13,0
83.0,18,1
83.0,20,1
83.0,21,1
83.0,25,0
83.0,28,1
83.0,31,0
83.0,33,1
83.0,37,1
83.0,48,0
83.0,49,0
86.0,1,1
86.0,6,1
86.0,8,1
86.0,9,1
86.0,12,1
86.0,13,0
86.0,15,1
86.0,18,1
86.0,23,0
86.0,29,0
86.0,30,0
86.0,33,0
86.0,44,0
86.0,46,1
