task,truth
30,0
60,1
84,0
93,0
122,0
137,0
139,0
144,1
152,0
166,0
169,0
193,0
201,0
229,0
261,0
307,0
309,0
321,1
358,0
366,0
372,0
388,1
389,0
422,0
432,0
441,1
444,1
454,0
458,0
468,0
470,0
475,0
479,0
494,0
508,0
537,0
589,1
610,0
641,0
678,1
766,0
776,0
806,0
824,0
829,0
835,0
887,1
905,0
906,0
935,0
958,0
962,0
963,0
1000,0
1056,0
1095,0
1097,0
1102,0
1129,0
1136,0
1142,0
1176,0
1200,0
1213,0
1214,0
1215,0
1242,0
1248,1
1291,0
1307,0
1325,0
1365,0
1384,0
1401,0
1426,1
1442,0
1486,0
1489,1
1533,1
1543,0
1561,0
1565,0
1590,0
1593,0
1596,1
1609,0
1646,0
1668,0
1688,0
1694,0
1696,0
1703,0
1727,0
1736,0
1778,0
1821,0
1847,0
1866,0
1889,1
1890,0
