task,truth
9,0
19,0
33,0
41,0
66,0
141,0
164,0
185,0
243,0
285,0
301,0
316,1
322,0
339,0
374,0
382,0
410,0
437,0
478,0
484,0
513,0
518,0
529,0
564,0
568,1
570,0
583,0
585,0
598,0
599,1
698,0
719,1
724,0
738,0
742,0
773,0
788,0
815,1
831,0
847,0
873,0
882,0
900,0
961,0
975,0
1006,0
1010,0
1036,0
1041,0
1042,0
1049,0
1072,0
1123,0
1131,1
1140,0
1150,0
1204,0
1240,0
1243,0
1262,0
1293,0
1294,1
1334,0
1338,0
1362,0
1363,0
1386,0
1390,0
1393,0
1398,0
1413,0
1422,0
1436,0
1444,1
1481,1
1491,1
1506,0
1577,0
1594,0
1599,0
1619,0
1625,0
1634,1
1687,0
1699,0
1729,1
1737,0
1738,0
1739,0
1758,0
1776,0
1786,0
1809,0
1817,0
1831,0
1857,1
1925,0
1961,0
1963,0
1975,0
