task,truth
3,0
4,0
25,0
45,0
47,0
67,0
68,0
112,0
115,0
149,0
157,0
178,0
227,1
234,0
252,1
254,0
295,0
313,0
315,0
333,0
336,0
345,0
346,0
353,0
371,0
378,0
379,0
383,0
396,0
412,0
452,0
465,0
469,1
477,0
489,0
493,0
546,0
562,0
578,0
590,0
605,0
618,0
622,0
639,0
645,0
686,0
704,0
720,0
729,0
739,0
772,0
796,0
799,0
812,0
839,0
883,0
968,0
987,0
1001,0
1022,0
1034,1
1043,0
1101,0
1164,0
1173,1
1197,0
1199,0
1226,0
1238,0
1277,0
1303,1
1304,0
1316,0
1375,0
1440,0
1468,0
1488,0
1490,0
1514,0
1529,1
1539,0
1542,0
1549,0
1562,0
1578,0
1579,0
1628,0
1720,0
1769,0
1772,0
1783,0
1830,0
1842,0
1846,0
1864,0
1892,0
1916,0
1955,0
1958,0
1979,0
