task,truth
70,0
75,0
83,0
96,0
114,0
135,1
145,0
207,1
232,0
240,1
241,0
280,0
299,1
317,0
348,0
352,0
390,0
400,0
486,0
491,0
500,0
509,0
515,0
521,0
560,0
592,0
619,0
625,0
648,0
690,0
712,0
760,0
787,0
827,0
836,0
845,0
852,0
904,0
934,0
940,0
943,0
946,0
985,1
1004,1
1017,1
1019,0
1028,0
1054,0
1062,0
1063,1
1069,0
1112,0
1132,0
1161,0
1175,1
1187,1
1191,0
1218,0
1230,0
1286,1
1288,0
1299,0
1335,0
1342,0
1359,0
1374,0
1376,0
1378,0
1451,0
1483,0
1500,0
1521,0
1523,0
1526,0
1535,0
1547,0
1558,0
1560,0
1569,0
1622,1
1630,0
1636,0
1654,0
1660,0
1691,1
1702,0
1726,1
1823,1
1858,0
1870,0
1871,1
1880,0
1899,0
1900,0
1902,0
1913,0
1915,0
1935,0
1969,0
1986,0
