task,truth
40,0
55,0
71,0
87,0
103,0
109,0
133,0
146,0
158,0
163,0
174,0
195,0
235,0
253,0
273,0
287,0
297,0
324,0
325,0
335,0
356,0
403,0
405,1
434,0
487,0
614,0
644,0
668,0
727,0
751,0
752,0
762,1
791,0
797,0
807,0
822,0
862,0
878,0
895,0
898,0
911,0
913,0
939,0
953,0
960,0
967,0
997,0
1018,1
1026,0
1093,0
1106,1
1126,0
1128,0
1196,0
1207,0
1266,1
1270,0
1279,0
1358,0
1387,0
1394,1
1397,0
1428,0
1453,0
1458,0
1459,0
1563,0
1571,0
1585,0
1588,0
1598,0
1633,0
1635,0
1658,0
1661,0
1700,0
1728,0
1749,0
1755,0
1760,1
1787,0
1791,1
1799,0
1810,0
1828,0
1839,0
1840,0
1868,1
1881,0
1896,1
1901,0
1909,0
1914,0
1940,0
1952,0
1956,0
1966,0
1974,0
1992,0
1995,1
