task,truth
23,1
206,0
217,0
262,0
303,0
347,0
370,0
377,0
382,0
390,0
401,0
423,0
449,0
454,0
473,0
496,0
510,0
511,0
524,0
529,0
557,0
559,1
565,0
569,1
587,0
590,0
594,0
759,0
778,0
789,0
802,0
806,0
808,1
828,0
882,0
897,0
924,0
928,0
944,0
946,0
965,0
967,0
991,0
1008,0
1011,0
1028,0
1044,0
1098,0
1103,1
1123,0
1154,0
1162,0
1186,0
1199,0
1200,0
1203,1
1233,0
1258,0
1267,0
1272,0
1295,0
1300,1
1371,0
1373,0
1395,0
1419,0
1420,0
1447,0
1454,0
1465,0
1487,0
1490,0
1514,0
1546,1
1551,0
1557,0
1580,0
1583,0
1589,0
1610,0
1645,0
1707,0
1709,0
1727,0
1747,0
1759,0
1766,0
1773,1
1780,1
1810,0
1819,0
1849,0
1859,0
1875,1
1935,0
1957,0
1959,0
1966,0
1989,0
1999,1
