task,truth
42,0
52,1
60,1
73,0
78,1
107,0
113,0
120,0
129,0
138,0
157,0
161,0
169,0
172,0
233,1
282,0
306,1
314,0
315,0
328,0
334,0
338,0
391,0
414,0
420,0
424,0
472,0
517,0
536,0
579,0
610,0
615,0
645,0
647,0
651,0
698,0
727,0
734,0
755,0
791,0
807,0
844,0
848,0
864,0
947,0
953,0
968,0
970,0
1022,0
1037,0
1065,0
1092,0
1105,0
1109,0
1117,0
1127,0
1129,0
1138,0
1160,0
1183,0
1190,0
1241,0
1313,0
1324,0
1326,0
1329,1
1362,0
1394,1
1423,0
1427,0
1432,0
1441,0
1444,1
1470,0
1484,0
1524,0
1529,1
1538,0
1548,0
1568,0
1571,0
1572,0
1588,0
1605,0
1615,0
1633,0
1638,0
1652,0
1665,0
1692,0
1697,0
1837,1
1870,0
1873,0
1917,0
1919,0
1965,0
1967,1
1971,0
1994,1
