task,truth
39,0
80,1
107,0
120,0
131,0
150,0
157,0
192,0
196,0
218,0
245,0
277,0
397,0
416,0
457,0
476,0
503,1
505,0
513,0
563,1
569,1
572,0
590,0
602,0
611,0
625,0
636,0
642,0
671,0
680,0
684,0
686,0
692,0
699,0
722,0
751,0
798,0
822,0
830,0
850,0
872,0
924,0
935,0
964,0
979,0
1032,1
1034,1
1056,0
1059,0
1076,0
1141,0
1157,0
1175,1
1214,0
1228,0
1239,0
1250,0
1268,0
1270,0
1288,0
1294,1
1296,0
1306,1
1311,0
1321,0
1336,0
1356,1
1387,0
1408,0
1413,0
1434,0
1437,0
1450,0
1505,0
1536,0
1552,0
1579,0
1594,0
1609,0
1624,0
1631,1
1652,0
1663,0
1664,0
1699,0
1767,0
1769,0
1770,0
1780,1
1781,0
1829,0
1875,1
1892,0
1907,0
1956,0
1962,0
1963,0
1968,0
1977,1
1992,0
