task,truth
1,1
10,0
34,0
83,0
140,0
170,0
181,0
193,0
194,0
197,0
202,0
207,1
216,0
242,0
251,0
272,0
301,0
330,0
385,0
439,0
443,0
462,0
465,0
468,0
537,0
543,0
552,0
559,1
578,0
598,0
616,0
622,0
629,0
648,0
657,0
700,0
705,0
716,0
721,0
749,1
788,0
796,0
807,0
825,0
838,0
895,0
906,0
952,0
967,0
991,0
1021,1
1061,1
1101,0
1102,0
1106,1
1122,1
1129,0
1135,0
1137,0
1138,0
1161,0
1171,0
1182,0
1196,0
1208,0
1218,0
1244,0
1258,0
1284,0
1307,0
1363,0
1388,0
1411,0
1416,0
1428,0
1431,0
1497,0
1549,0
1553,0
1561,0
1593,0
1612,0
1621,0
1658,0
1662,1
1668,0
1676,0
1729,1
1730,0
1763,0
1764,0
1816,0
1848,0
1863,0
1918,0
1925,0
1936,0
1945,0
1957,0
1981,0
