task,truth
20,0
29,0
33,0
102,0
106,1
110,0
147,0
164,0
168,1
172,0
186,0
219,0
224,0
228,1
233,1
246,0
256,0
305,0
325,0
338,0
368,1
395,0
403,0
422,0
442,0
493,0
502,0
512,0
518,0
531,0
532,0
556,0
581,0
591,0
595,0
596,0
604,0
682,0
693,0
709,0
717,0
725,0
764,0
775,1
787,0
804,0
811,0
837,0
845,0
870,0
929,0
939,0
941,0
953,0
975,0
982,0
1007,0
1068,0
1118,0
1186,0
1195,0
1206,0
1207,0
1229,0
1230,0
1238,0
1242,0
1243,0
1308,0
1312,0
1324,0
1339,0
1360,0
1438,0
1456,0
1475,0
1490,0
1491,1
1512,0
1578,0
1584,0
1619,0
1655,1
1675,0
1677,0
1688,0
1700,0
1721,0
1734,0
1735,0
1737,0
1752,0
1755,0
1813,0
1825,1
1845,0
1942,0
1953,1
1960,1
1961,0
