task,truth
92,0
104,0
112,0
118,0
123,1
126,0
155,0
227,1
234,0
250,0
262,0
269,0
351,0
360,0
376,0
384,0
386,0
389,0
426,0
453,0
483,0
486,0
500,0
509,0
528,0
529,0
547,1
550,0
570,0
607,0
619,0
620,0
655,0
691,0
738,0
763,1
766,0
777,0
805,0
819,0
840,0
877,0
880,0
884,0
886,0
918,0
972,0
988,1
1024,0
1046,0
1086,0
1090,1
1109,0
1169,0
1179,0
1198,0
1204,0
1210,0
1213,0
1227,0
1231,0
1235,0
1295,0
1309,0
1314,0
1315,0
1325,0
1353,1
1372,0
1381,0
1394,1
1430,0
1458,0
1469,1
1503,0
1511,1
1518,0
1524,0
1589,0
1601,1
1602,1
1604,0
1626,0
1641,0
1644,0
1645,0
1671,0
1684,0
1717,0
1757,0
1797,0
1824,0
1832,0
1837,1
1857,1
1867,0
1869,0
1898,1
1924,1
1999,1
