task,truth
23,1
69,0
134,1
135,1
152,0
189,0
222,0
223,0
225,0
247,0
257,1
276,1
280,0
303,0
326,0
333,0
343,0
392,0
406,0
417,0
449,0
456,0
463,0
497,0
501,0
526,1
535,0
565,0
582,0
585,0
613,0
644,0
656,0
727,0
728,0
765,0
827,0
828,0
831,0
858,0
926,0
976,0
996,0
1010,0
1013,1
1037,0
1048,0
1072,0
1084,0
1146,0
1147,0
1155,1
1158,1
1173,1
1187,1
1191,0
1221,1
1256,0
1291,0
1349,0
1354,0
1367,0
1418,0
1443,0
1444,1
1447,0
1470,0
1480,0
1498,0
1502,0
1520,0
1521,0
1526,0
1573,0
1617,0
1642,0
1657,0
1673,0
1681,0
1686,0
1692,0
1698,0
1710,0
1740,0
1810,0
1827,0
1836,0
1839,0
1847,0
1860,0
1876,0
1888,0
1901,0
1906,0
1915,0
1923,0
1931,0
1951,0
1954,0
1958,0
