task,truth
19,0
41,0
45,0
77,0
116,0
125,0
130,0
132,0
179,1
208,0
214,1
231,0
267,0
292,0
299,1
306,1
317,0
365,0
378,0
433,0
464,0
481,0
496,0
520,0
522,0
536,0
618,0
651,0
658,0
698,0
710,0
726,0
747,0
761,0
770,1
771,0
772,0
785,0
786,0
816,0
818,0
826,0
863,0
871,0
913,0
920,0
922,0
923,0
925,0
938,0
977,0
978,0
981,0
1012,0
1025,0
1029,1
1031,0
1049,0
1060,0
1078,0
1092,0
1127,0
1163,0
1185,0
1225,0
1254,0
1289,1
1313,0
1357,0
1362,0
1373,0
1391,0
1412,1
1420,0
1433,0
1476,0
1531,1
1535,0
1559,0
1577,0
1583,0
1599,0
1605,0
1610,0
1643,0
1649,0
1656,0
1661,0
1708,0
1719,1
1720,0
1741,0
1748,0
1804,0
1805,0
1834,0
1842,0
1852,0
1897,0
1911,0
