worker,task,answer
2.0,4,0
2.0,9,1
2.0,14,1
2.0,16,1
2.0,21,1
2.0,25,1
2.0,30,0
2.0,47,1
7.0,12,0
7.0,17,0
7.0,23,0
7.0,27,1
7.0,32,0
7.0,35,1
7.0,45,1
33.0,6,0
33.0,8,0
33.0,10,0
33.0,17,1
33.0,29,0
33.0,34,0
33.0,44,1
33.0,48,1
37.0,0,0
37.0,10,0
37.0,11,0
37.0,14,0
37.0,15,1
37.0,29,1
37.0,37,1
37.0,42,1
37.0,48,0
41.0,4,1
41.0,7,0
41.0,8,0
41.0,9,1
41.0,15,0
41.0,26,0
41.0,27,1
41.0,32,1
41.0,36,0
41.0,41,1
41.0,46,0
41.0,47,1
45.0,0,1
45.0,2,1
45.0,5,0
45.0,17,1
45.0,22,1
45.0,26,1
45.0,29,0
45.0,40,1
45.0,49,1
46.0,0,1
46.0,1,1
46.0,2,1
46.0,6,1
46.0,7,1
46.0,8,1
46.0,10,0
46.0,17,1
46.0,38,0
46.0,49,1
47.0,1,1
47.0,7,1
47.0,26,0
47.0,33,1
47.0,38,0
47.0,41,0
47.0,45,1
50.0,3,0
50.0,24,1
50.0,26,0
50.0,29,0
50.0,32,0
50.0,41,1
50.0,46,1
50.0,47,1
50.0,48,0
54.0,2,1
54.0,21,0
54.0,22,0
54.0,29,1
54.0,31,0
54.0,32,0
54.0,33,0
54.0,36,1
54.0,40,0
54.0,44,1
54.0,46,0
55.0,12,0
55.0,13,0
55.0,25,1
55.0,26,1
55.0,37,0
55.0,39,1
55.0,42,0
55.0,43,0
55.0,46,0
55.0,48,1
56.0,1,0
56.0,5,1
56.0,15,1
56.0,21,0
56.0,22,0
56.0,28,1
56.0,29,0
56.0,32,0
56.0,37,1
56.0,38,0
56.0,42,0
56.0,47,1
79.0,2,1
79.0,9,1
79.0,11,1
79.0,14,0
79.0,15,0
79.0,18,1
79.0,25,0
79.0,26,0
79.0,28,1
79.0,31,1
79.0,32,1
79.0,45,0
81.0,6,0
81.0,9,1
81.0,12,0
81.0,16,1
81.0,18,1
81.0,20,1
81.0,22,1
81.0,23,1
81.0,24,0
81.0,42,1
84.0,6,1
84.0,27,1
84.0,39,0
84.0,45,0
84.0,46,0
87.0,2,1
87.0,16,0
87.0,17,1
87.0,20,1
87.0,27,1
87.0,33,0
87.0,34,0
87.0,49,0
89.0,3,1
89.0,4,0
89.0,7,1
89.0,19,0
89.0,21,0
89.0,22,1
89.0,28,1
89.0,29,0
89.0,31,1
89.0,44,0
95.0,7,0
95.0,8,1
95.0,9,1
95.0,18,0
95.0,21,0
95.0,23,0
95.0,31,1
95.0,37,1
95.0,42,1
101.0,5,1
101.0,6,1
101.0,7,1
101.0,10,1
101.0,12,1
101.0,13,0
101.0,17,1
101.0,18,1
101.0,22,0
101.0,23,0
101.0,25,1
101.0,31,1
101.0,41,0
101.0,43,0
102.0,0,0
102.0,6,1
102.0,10,0
102.0,17,0
102.0,25,0
102.0,30,0
102.0,36,1
102.0,37,0
102.0,42,0
102.0,43,1
102.0,49,1
116.0,3,0
116.0,10,0
118.0,4,0
118.0,7,0
118.0,12,0
118.0,16,0
118.0,19,0
118.0,20,1
118.0,22,1
118.0,23,0
118.0,42,0
118.0,45,1
123.0,0,1
123.0,1,1
123.0,2,1
123.0,12,0
123.0,24,0
123.0,42,1
124.0,6,0
124.0,22,0
124.0,23,1
124.0,36,1
124.0,38,0
124.0,42,0
124.0,48,0
125.0,17,0
125.0,18,0
125.0,19,0
125.0,23,1
125.0,26,0
125.0,38,1
125.0,43,1
125.0,44,0
133.0,0,1
133.0,12,1
133.0,23,0
133.0,29,1
133.0,32,0
139.0,6,0
139.0,10,0
139.0,12,0
139.0,13,0
139.0,23,1
139.0,27,0
139.0,29,0
139.0,30,1
139.0,32,1
139.0,46,0
139.0,47,0
141.0,0,0
141.0,3,1
141.0,6,1
141.0,10,0
141.0,11,0
141.0,23,1
141.0,29,1
141.0,33,0
141.0,37,0
141.0,39,0
141.0,41,1
150.0,6,0
150.0,8,0
150.0,12,0
150.0,13,0
150.0,17,1
150.0,32,0
150.0,40,1
150.0,48,1
150.0,49,0
157.0,22,1
157.0,23,1
157.0,29,0
157.0,30,0
157.0,47,1
161.0,0,1
161.0,6,0
161.0,8,0
161.0,11,1
161.0,18,1
161.0,20,1
161.0,22,0
161.0,27,1
161.0,28,0
161.0,29,0
161.0,32,0
161.0,34,0
161.0,35,1
161.0,41,1
186.0,1,0
186.0,3,0
186.0,12,1
186.0,13,0
186.0,25,0
186.0,27,1
186.0,35,1
186.0,40,1
186.0,42,1
186.0,46,1
186.0,49,0
193.0,1,1
193.0,2,0
193.0,4,0
193.0,8,1
193.0,9,0
193.0,10,0
193.0,18,1
193.0,19,0
193.0,26,0
193.0,27,0
193.0,30,0
193.0,34,1
193.0,37,1
193.0,38,0
193.0,42,0
193.0,47,1
193.0,48,0
198.0,10,0
198.0,11,0
198.0,15,0
198.0,17,1
198.0,19,1
198.0,30,0
198.0,47,0
