task,truth
15,0
22,0
43,0
65,0
76,1
86,0
87,0
92,0
99,0
102,0
106,1
128,0
189,0
207,1
221,0
249,0
270,0
274,0
310,1
364,0
394,0
401,0
403,0
424,0
429,0
432,0
439,0
442,0
464,0
471,0
499,0
508,0
517,0
519,0
538,0
574,0
621,0
636,0
711,0
712,0
724,0
725,0
744,1
745,0
794,0
795,0
810,0
820,0
832,0
845,0
848,0
855,0
870,0
894,0
912,1
933,0
949,0
962,0
985,1
994,0
1005,0
1025,0
1042,0
1084,0
1096,0
1102,0
1109,0
1116,0
1135,0
1154,0
1158,1
1178,0
1195,0
1199,0
1228,0
1232,0
1288,0
1291,0
1299,0
1324,0
1349,0
1358,0
1365,0
1393,0
1431,0
1432,0
1452,1
1531,1
1533,1
1558,0
1580,0
1582,0
1583,0
1591,0
1624,0
1714,0
1732,0
1762,0
1846,0
1867,0
