task,truth
20,0
133,0
141,0
143,0
178,0
213,0
217,0
219,0
244,0
246,0
287,0
290,0
293,0
312,0
317,0
334,0
336,0
350,0
354,0
356,0
383,0
408,0
414,0
443,0
452,0
463,0
472,0
473,0
481,0
521,0
530,0
560,0
571,0
606,0
631,0
675,0
679,0
690,0
702,0
766,0
778,0
789,0
813,0
816,0
897,0
904,0
911,0
914,0
916,1
940,0
968,0
980,0
1105,0
1113,0
1118,0
1134,0
1145,0
1171,0
1201,0
1227,0
1250,0
1252,0
1267,0
1275,0
1276,0
1279,0
1298,0
1316,0
1321,0
1325,0
1346,0
1376,0
1398,0
1414,0
1418,0
1425,0
1434,0
1438,0
1495,0
1523,0
1548,0
1568,0
1598,0
1627,0
1632,1
1669,0
1676,0
1711,0
1730,0
1752,0
1768,0
1780,1
1808,0
1905,1
1922,0
1940,0
1946,0
1959,0
1964,0
1980,1
