task,truth
28,0
45,0
101,1
103,0
107,0
109,0
112,0
117,1
122,0
138,0
140,0
148,0
157,0
158,0
166,0
174,0
182,0
188,1
194,0
206,0
230,0
272,0
275,0
288,0
298,0
319,0
321,1
323,0
358,0
374,0
427,0
440,0
486,0
498,0
567,0
589,1
598,0
632,0
659,0
662,0
704,0
736,0
753,0
786,0
830,0
876,0
887,1
889,0
921,0
929,0
952,0
967,0
987,0
992,1
998,0
1017,1
1052,0
1059,0
1060,0
1063,1
1100,0
1110,0
1123,0
1129,0
1152,0
1162,0
1200,0
1217,0
1225,0
1240,0
1287,0
1312,0
1353,1
1369,0
1384,0
1388,0
1395,0
1416,0
1422,0
1426,1
1502,0
1516,0
1556,0
1623,0
1639,0
1658,0
1665,0
1675,0
1738,0
1757,0
1760,1
1801,0
1812,0
1833,0
1854,0
1860,0
1885,0
1894,0
1985,0
1996,0
