worker,value
0,0.5242096067021873
1,0.5997278347316354
2,0.6460302198343916
3,0.7067268093831517
4,0.6590089215300621
5,0.5822291500773926
6,0.6348145983228844
7,0.6470171322293923
8,0.4800658728940048
9,0.5760765760939437
10,0.7677334653170813
11,0.5725947105443512
12,0.6297154844340591
13,0.380432193921423
14,0.6561951266083633
15,0.6864210747473687
16,0.6441984952294812
17,0.6359113513525656
18,0.5696875120072594
19,0.7727219729752053
20,0.585565226914007
21,0.6171654968030652
22,0.4832998081759042
23,0.794195829825323
24,0.783757765502165
25,0.5794459902870758
26,0.5308739549433271
27,0.7756119340692272
28,0.5748126555054227
29,0.5975309119279263
30,0.4456885789572258
31,0.5272101640563349
32,0.4251325706642384
33,0.6516439250633118
34,0.4828723760040136
35,0.5092038543950206
36,0.7852868012171597
37,0.4712521952249866
38,0.5815582578211935
39,0.6748903303028739
40,0.7358932164644891
41,0.5359281402393905
42,0.5606725555011555
43,0.6241842736654903
44,0.4210136989571781
45,0.6305073957114549
46,0.6762243711236938
47,0.5761542686036476
48,0.5773329548794228
49,0.8104620464485238
50,0.6707762574385157
51,0.5616834162004826
52,0.6663879890253405
53,0.4142197409412788
54,0.5304522275436189
55,0.6079845338432038
56,0.5653809201581755
57,0.6577040751641291
58,0.5669819533379916
59,0.6557771946505571
60,0.5629006721987875
61,0.7501904020247332
62,0.4792244070436285
63,0.5844581048868775
64,0.5892016326032481
65,0.6419050096063528
66,0.46842785335437
67,0.4437400656397311
68,0.7099058786315162
69,0.5811939600885048
70,0.629715143398968
71,0.5541105101567853
72,0.6049407574401526
73,0.5667818360577058
74,0.4937577883608267
75,0.5613289571208812
76,0.7752055877807744
77,0.6676083978070687
78,0.599601916098662
79,0.7305062066880925
80,0.6163905217364278
81,0.6023725369187022
82,0.6553666034530073
83,0.37473666830513586
84,0.6197591574097036
85,0.6644998440340483
86,0.6647667668755307
87,0.642953454267017
88,0.5362190336701382
89,0.45785629346885426
90,0.675555506361682
91,0.6671165225571666
92,0.7231627463220014
93,0.6787203119062019
94,0.6661356062134645
95,0.5221302998606882
96,0.6057818898638369
97,0.7289437224011701
98,0.5608298123355449
99,0.540224427418524
100,0.5136347722826053
101,0.45515725768102466
102,0.530958865272034
103,0.5373145335973841
104,0.6565335155164171
105,0.6031211012447083
106,0.48715167635225826
107,0.7177940311011393
108,0.8089990475800225
109,0.6067401495118104
110,0.5464981887613581
111,0.5648268222403355
112,0.5004280400415234
113,0.5256812366592939
114,0.7280948000690688
115,0.5942988283978718
116,0.7774187113914729
117,0.6069769038215768
118,0.5437075862175923
119,0.5641761764897741
120,0.3792222357146493
121,0.526668331573705
122,0.48664885223270166
123,0.6336143651951783
124,0.6392427656305064
125,0.6433182981383686
126,0.5868446440594334
127,0.534601991767018
128,0.6561317927910264
129,0.6075855547128264
130,0.71459930228389
131,0.6354317794696649
132,0.34312966012157997
133,0.6620194375192292
134,0.556946468090278
135,0.6028482894044389
136,0.5672049103399495
137,0.7100237064145939
138,0.7226121393318377
139,0.5297487951995571
140,0.5937882804200039
141,0.5899640552927738
142,0.5402903805792562
143,0.5351068806964537
144,0.535963407036861
145,0.543026093974272
146,0.5146789085423404
147,0.6557983077377956
148,0.5383819259185082
149,0.5606196965619556
