worker,task,answer
0.0,0,1
0.0,1,0
0.0,2,1
0.0,4,0
0.0,5,0
0.0,7,1
0.0,8,1
0.0,10,1
0.0,12,1
0.0,15,0
0.0,16,0
0.0,18,0
0.0,19,0
0.0,20,1
0.0,21,1
0.0,23,0
0.0,27,0
0.0,28,1
0.0,30,1
0.0,32,0
0.0,36,1
0.0,41,1
0.0,42,0
0.0,46,0
0.0,48,1
0.0,49,1
2.0,4,1
2.0,5,1
2.0,6,1
2.0,9,0
2.0,11,0
2.0,12,1
2.0,18,0
2.0,19,1
2.0,22,1
2.0,24,1
2.0,26,0
2.0,31,1
2.0,34,1
2.0,35,1
2.0,42,1
2.0,45,0
3.0,0,0
3.0,6,1
3.0,12,0
3.0,16,0
3.0,19,1
3.0,20,0
3.0,22,1
3.0,23,0
3.0,26,0
3.0,28,1
3.0,30,0
3.0,34,0
3.0,40,0
3.0,42,1
3.0,47,1
3.0,48,0
4.0,3,1
4.0,4,0
4.0,6,0
4.0,8,1
4.0,9,1
4.0,10,1
4.0,23,0
4.0,26,1
4.0,29,0
4.0,36,0
4.0,45,1
4.0,47,1
6.0,0,1
6.0,4,0
6.0,5,0
6.0,6,0
6.0,9,1
6.0,12,0
6.0,13,1
6.0,14,1
6.0,15,0
6.0,19,0
6.0,21,0
6.0,29,1
6.0,36,0
6.0,37,1
6.0,38,1
6.0,41,0
6.0,44,0
6.0,46,1
7.0,0,0
7.0,1,1
7.0,3,1
7.0,5,1
7.0,6,0
7.0,7,0
7.0,15,1
7.0,21,1
7.0,24,1
7.0,31,1
7.0,32,1
7.0,39,0
7.0,40,0
7.0,41,0
7.0,42,1
8.0,2,0
8.0,3,0
8.0,5,0
8.0,6,1
8.0,7,0
8.0,11,0
8.0,14,1
8.0,16,1
8.0,17,1
8.0,27,0
8.0,28,1
8.0,32,0
8.0,34,1
8.0,35,0
8.0,36,1
8.0,37,0
8.0,39,0
8.0,42,0
8.0,43,1
8.0,45,0
8.0,46,0
11.0,1,0
11.0,5,0
11.0,11,0
11.0,12,1
11.0,16,0
11.0,18,0
11.0,25,1
11.0,27,0
11.0,28,0
11.0,29,1
11.0,31,1
11.0,35,1
11.0,36,0
11.0,37,0
11.0,39,1
11.0,43,0
11.0,45,0
11.0,47,0
12.0,1,0
12.0,4,0
12.0,6,1
12.0,8,0
12.0,11,0
12.0,17,0
12.0,19,1
12.0,22,0
12.0,23,0
12.0,27,1
12.0,30,1
12.0,32,0
12.0,34,1
12.0,36,1
12.0,42,1
15.0,18,0
15.0,28,1
15.0,29,1
15.0,30,0
15.0,32,0
