worker,value
0,0.8171019191142279
1,0.5939370469731365
2,0.4637397359078329
3,0.6851958609629423
4,0.677889938426093
5,0.7092681446200784
6,0.6101990599440097
7,0.7445330296100867
8,0.6280527101891392
9,0.7527891204179429
10,0.6009765276979308
11,0.6128842713739235
12,0.6181707746560507
13,0.6338574055399149
14,0.44630791466268627
15,0.7557389056404431
16,0.5554976608405365
17,0.6329960930994091
18,0.6228226230727119
19,0.5444091039086681
20,0.570458417412722
21,0.5706766727598175
22,0.7023053493983239
23,0.649555402722972
24,0.6028013879640585
25,0.5770414450730796
26,0.62206230814198
27,0.6464478915197915
28,0.5663384449702659
29,0.4936704842688346
30,0.6775316652893624
31,0.4063114466526171
32,0.6953571521483977
33,0.48915226717423405
34,0.7036887274474899
35,0.47361924146813195
36,0.5616307289324555
37,0.50624234313546
38,0.5021588999900287
39,0.707326175864041
40,0.5266184931548727
41,0.47329447455082685
42,0.5860023850139132
43,0.4726919894940505
44,0.6520648276687792
45,0.5126779977243089
46,0.4062150246923678
47,0.6606790289459958
48,0.6068939200422733
49,0.5181509156213135
50,0.6223337733599585
51,0.5470606357967347
52,0.6157974593378093
53,0.6412390793100945
54,0.4606994902459428
55,0.6110357416560921
56,0.6315210643955648
57,0.556164501856935
58,0.5919725372275845
59,0.7016442995177061
60,0.6204848854147521
61,0.780967221213618
62,0.4808093937234956
63,0.6207476821164295
64,0.39288334556139765
65,0.5856270580418396
66,0.39278544421606565
67,0.7855535491531012
68,0.5549742115958618
69,0.5043084167357849
70,0.48314080879113547
71,0.4880708148745757
72,0.6852934759921347
73,0.6370091904628975
74,0.5388831140194951
75,0.6271714015656196
76,0.5837886676820824
77,0.5248164203663961
78,0.5460699624697978
79,0.6309208430246495
80,0.3974823040412588
81,0.48259395404788336
82,0.5703640677670859
83,0.6539921549844488
84,0.5834851329465714
85,0.6576702050485518
86,0.4944216837865445
87,0.6852311333187316
88,0.5742460009500387
89,0.4952304681750728
90,0.5626755750816106
91,0.6525326364577495
92,0.6847247069216864
93,0.582434660800816
94,0.6432560953419916
95,0.586987451628862
96,0.7262097227896779
97,0.6658720019224909
98,0.6211315764146196
99,0.5807827813818793
100,0.5020928299259761
101,0.5714178223222882
102,0.6120426611283987
103,0.6577802132756965
104,0.6251879174645151
105,0.6265574637146949
106,0.3433432145371628
107,0.4227198317762041
108,0.4770930896450536
109,0.5797632039912795
110,0.6407380061286121
111,0.5808013072468482
112,0.43372853932794786
113,0.6488552108710316
114,0.5987859528575051
115,0.6519538385053022
116,0.6680193567915309
117,0.6789823147464961
118,0.3724302809500243
119,0.7560358777462888
120,0.5181004741282297
121,0.7230678617962268
122,0.6650542135904645
123,0.7390477945847699
124,0.483527715470808
125,0.4297585043987635
126,0.7614365164855583
127,0.6349312424913895
128,0.6974617408285226
129,0.5298374734307084
130,0.5192085219809788
131,0.6513353178092378
132,0.6990413064223759
133,0.58568234522709
134,0.5680676474008897
135,0.6205198264674697
136,0.6545290279370477
137,0.3411461216527199
138,0.7041052993636127
139,0.5448182417288058
140,0.7165716280960495
141,0.7048764691609848
142,0.6080074041268977
143,0.6915553624386389
144,0.6690761659574035
145,0.6450159198907713
146,0.5180759991802157
147,0.5182187179981879
148,0.6014850032114372
149,0.616316779562191
