task,truth
10,0
18,0
42,0
61,0
69,0
81,0
95,0
131,0
144,1
146,0
151,0
154,0
163,0
173,0
199,0
222,0
247,0
263,0
277,0
314,0
362,0
376,0
391,0
445,0
458,0
471,0
472,0
481,0
497,0
630,0
641,0
667,0
681,0
698,0
700,0
706,0
722,0
774,0
775,1
802,0
806,0
809,0
831,0
849,0
872,0
893,0
911,0
942,0
965,0
979,0
994,0
1038,1
1065,0
1105,0
1124,0
1126,0
1130,0
1137,0
1171,0
1209,1
1223,0
1251,0
1256,0
1271,1
1314,0
1326,0
1410,0
1418,0
1420,0
1432,0
1436,0
1457,0
1466,0
1469,1
1476,0
1489,1
1509,0
1531,1
1535,0
1573,0
1595,0
1605,0
1632,1
1636,0
1659,0
1661,0
1674,0
1679,0
1700,0
1701,0
1730,0
1753,0
1755,0
1768,0
1788,0
1791,1
1880,0
1914,0
1915,0
1996,0
