task,truth
6,0
17,0
24,0
40,0
94,0
98,0
116,0
129,0
142,0
152,0
164,0
203,0
204,0
215,0
221,0
306,1
308,0
310,1
322,0
363,0
392,0
397,0
405,1
436,0
442,0
453,0
456,0
457,0
462,0
480,0
545,0
582,0
591,0
606,0
611,0
625,0
638,0
642,0
646,0
723,0
766,0
771,0
788,0
795,0
811,0
842,0
856,1
864,0
879,0
888,0
900,0
937,0
973,0
1008,0
1061,1
1062,0
1074,0
1109,0
1116,0
1121,0
1139,0
1173,1
1174,0
1183,0
1185,0
1196,0
1198,0
1201,0
1202,0
1218,0
1226,0
1230,0
1243,0
1313,0
1331,0
1352,0
1374,0
1441,0
1537,0
1584,0
1585,0
1596,1
1614,0
1633,0
1635,0
1682,0
1692,0
1696,0
1718,0
1749,0
1751,1
1810,0
1839,0
1860,0
1864,0
1875,1
1935,0
1983,0
1992,0
1997,0
