task,truth
19,0
38,0
59,1
62,0
88,0
89,0
109,0
112,0
124,0
128,0
192,0
224,0
233,1
237,0
248,1
320,0
323,0
372,0
378,0
395,0
428,0
434,0
443,0
451,1
467,0
550,0
565,0
584,0
603,0
604,0
634,0
651,0
662,0
679,0
685,1
710,0
713,1
718,0
750,1
772,0
786,0
791,0
807,0
899,0
904,0
943,0
961,0
978,0
1009,0
1030,1
1057,0
1071,0
1098,0
1110,0
1119,1
1153,0
1190,0
1211,0
1222,0
1228,0
1252,0
1258,0
1266,1
1277,0
1295,0
1306,1
1317,0
1338,0
1344,0
1353,1
1356,1
1372,0
1396,1
1401,0
1412,1
1419,0
1421,0
1439,0
1482,1
1488,0
1510,0
1521,0
1524,0
1539,0
1555,0
1560,0
1599,0
1622,1
1626,0
1648,0
1687,0
1722,0
1733,0
1777,1
1907,0
1936,0
1945,0
1960,1
1989,0
1990,0
