task,truth
54,0
75,0
83,0
101,1
133,0
139,0
165,0
180,0
210,0
211,0
244,0
255,1
256,0
270,0
274,0
328,0
350,0
355,0
382,0
383,0
390,0
433,0
446,0
464,0
470,0
496,0
510,0
513,0
520,0
587,0
593,0
598,0
613,0
654,1
688,1
696,0
708,0
724,0
744,1
754,1
763,1
767,0
781,0
784,0
789,0
822,0
837,0
838,0
863,0
883,0
902,0
903,0
944,0
964,0
1014,0
1039,0
1068,0
1100,0
1106,1
1107,0
1128,0
1129,0
1151,0
1193,0
1236,0
1255,0
1262,0
1291,0
1302,0
1307,0
1310,0
1312,0
1321,0
1335,0
1336,0
1360,0
1415,0
1442,0
1443,0
1449,0
1450,0
1455,1
1481,1
1484,0
1513,0
1554,0
1576,0
1640,0
1643,0
1719,1
1745,0
1759,0
1786,0
1789,1
1797,0
1831,0
1917,0
1925,0
1932,0
1979,0
