worker,value
0,0.5452709937388682
1,0.6298794774013271
2,0.5667475547692183
3,0.5569276062866297
4,0.5791690107040848
5,0.571458738370802
6,0.6117732580650472
7,0.5734267828434636
8,0.7808934801049294
9,0.6438706273657097
10,0.5943829333521664
11,0.5731694058483845
12,0.5115093129275646
13,0.5862306407696005
14,0.6551295191994803
15,0.42549865326286807
16,0.5624926902451456
17,0.6483969722626373
18,0.5997705892336936
19,0.5079262268543986
20,0.8512784589302684
21,0.5293813763861274
22,0.5844903793227139
23,0.6131751792009624
24,0.8073297053120185
25,0.4720073387039464
26,0.5478897820820829
27,0.8514395589243142
28,0.5411228462160553
29,0.5636810325764091
30,0.4492963780553164
31,0.67776964681313
32,0.682030647003275
33,0.6312678126869171
34,0.573642164131973
35,0.6184317934612209
36,0.5984460476492138
37,0.625914559407441
38,0.6111598334095164
39,0.6491555702455061
40,0.5300307184457344
41,0.7792351148609453
42,0.635311185155989
43,0.5934596959485867
44,0.6348350149347706
45,0.7908354036790677
46,0.5864039363750861
47,0.5724917228920503
48,0.6109010777430504
49,0.6350423633579093
50,0.45657872907805774
51,0.4933986798915471
52,0.5152848777282787
53,0.6855733050975217
54,0.6585688052961514
55,0.7629029897546632
56,0.45370217414262726
57,0.676816896002996
58,0.6626219871571952
59,0.6194638634851879
60,0.6830521283812392
61,0.6958781552346907
62,0.6099781728302953
63,0.6162203569720142
64,0.48349320700176257
65,0.5667664611789784
66,0.5719545788617936
67,0.5867785066398108
68,0.6232502487830998
69,0.5847443659447636
70,0.5938965805171987
71,0.5414393371872711
72,0.5029397877204089
73,0.6264051909610524
74,0.7575112163582023
75,0.7108547744090128
76,0.5493771937384657
77,0.6127627866094544
78,0.7451520226002006
79,0.7060671930751364
80,0.5633983647997546
81,0.6773399331490111
82,0.6031774627342519
83,0.5843992433114877
84,0.5720145404236018
85,0.7508353037886839
86,0.5213593685212827
87,0.5111267258101607
88,0.5382114641943907
89,0.6900030815865301
90,0.394318480288784
91,0.5796844972159249
92,0.7167812783019651
93,0.5712493300218613
94,0.6163411200039585
95,0.7135459196200858
96,0.5199720828540486
97,0.5158302990610025
98,0.7230934933598435
99,0.8959311092065081
100,0.6531756564625225
101,0.7771796559693775
102,0.696658288082227
103,0.7454552277511713
104,0.664864074962784
105,0.5024388462379642
106,0.6452997672153094
107,0.5798622423749134
108,0.6374148812559446
109,0.5824344006483468
110,0.5445847405130407
111,0.6590995302676983
112,0.7207208967593228
113,0.5615571474135077
114,0.5928231302458541
115,0.6424105659930874
116,0.7162510618877022
117,0.5864595590927127
118,0.4938725807865631
119,0.6158540335022075
120,0.6192435133246373
121,0.8339791723157982
122,0.6518198658395724
123,0.7804486605559786
124,0.4455460848546763
125,0.6311992904466533
126,0.4679763282119421
127,0.6478340266415605
128,0.596393053977106
129,0.7691005902411978
130,0.5891820552508815
131,0.6351310127796778
132,0.5741407423773559
133,0.6731269701888773
134,0.45709271598681456
135,0.7408558825634098
136,0.5184837928635742
137,0.600556602124828
138,0.5480381927613384
139,0.5305725400364747
140,0.6080784439755421
141,0.5384084673045347
142,0.6251805898797601
143,0.544804761286449
144,0.571704789163624
145,0.5663303795388938
146,0.6203305704814273
147,0.4387110542020741
148,0.6244861598283743
149,0.4667869049949489
