task,truth
20,0
103,0
114,0
137,0
171,0
216,0
240,1
252,1
289,0
307,0
405,1
453,0
487,0
506,0
516,0
519,0
520,0
529,0
550,0
576,0
628,0
632,0
642,0
652,0
653,0
671,0
674,0
682,0
717,0
726,0
739,0
791,0
808,1
814,1
816,0
834,0
847,0
874,1
922,0
960,0
977,0
990,0
1014,0
1030,1
1062,0
1125,0
1171,0
1189,0
1197,0
1205,0
1248,1
1250,0
1284,0
1287,0
1362,0
1423,0
1482,1
1521,0
1525,0
1556,0
1574,0
1603,0
1607,0
1611,0
1620,0
1681,0
1689,0
1701,0
1709,0
1723,0
1738,0
1766,0
1767,0
1775,0
1789,1
1802,0
1857,1
1886,1
1949,0
1958,0
