task,truth
31,0
42,0
82,0
139,0
159,1
195,0
215,0
246,0
285,0
319,0
348,0
382,0
386,0
434,0
459,1
468,0
485,1
522,0
537,0
542,0
546,0
551,0
587,0
590,0
605,0
661,0
694,0
696,0
708,0
716,0
797,0
809,0
828,0
831,0
855,0
858,0
873,0
902,0
903,0
932,0
948,0
970,0
1084,0
1106,1
1108,0
1117,0
1147,0
1164,0
1181,0
1185,0
1202,0
1249,0
1273,0
1275,0
1280,0
1328,0
1351,0
1378,0
1405,0
1419,0
1422,0
1500,0
1534,0
1564,0
1584,0
1592,0
1619,0
1662,1
1672,0
1685,1
1700,0
1809,0
1854,0
1870,0
1901,0
1907,0
1929,0
1953,1
1955,0
1969,0
