task,truth
17,0
80,1
97,0
110,0
132,0
133,0
135,1
173,0
181,0
210,0
219,0
227,1
234,0
283,0
286,1
358,0
364,0
387,1
403,0
406,0
486,0
499,0
535,0
564,0
686,0
697,0
700,0
798,0
885,0
890,0
917,0
939,0
955,0
966,1
994,0
997,0
1081,0
1089,0
1104,0
1111,0
1143,1
1169,0
1217,0
1220,1
1241,0
1256,0
1258,0
1298,0
1322,0
1348,0
1361,0
1386,0
1388,0
1430,0
1479,0
1489,1
1497,0
1504,0
1548,0
1558,0
1560,0
1678,1
1683,0
1729,1
1732,0
1742,0
1749,0
1750,0
1782,0
1799,0
1808,0
1817,0
1833,0
1838,0
1852,0
1872,0
1877,1
1883,0
1961,0
1978,0
