worker,task,answer
0.0,7,1
0.0,8,1
0.0,18,1
0.0,27,1
0.0,29,0
0.0,30,1
0.0,35,1
0.0,46,1
0.0,49,0
5.0,6,0
5.0,7,0
5.0,8,0
5.0,11,0
5.0,19,1
5.0,21,0
5.0,22,1
5.0,35,1
5.0,36,0
5.0,39,1
5.0,41,1
8.0,6,0
8.0,7,0
8.0,10,1
8.0,25,1
8.0,27,1
8.0,28,0
8.0,31,1
8.0,34,0
8.0,35,1
8.0,37,0
8.0,45,1
13.0,2,0
13.0,3,0
13.0,8,1
13.0,36,1
13.0,44,0
21.0,0,0
21.0,20,1
21.0,29,1
21.0,32,0
21.0,33,0
21.0,34,1
21.0,49,0
30.0,3,1
30.0,18,1
30.0,27,0
30.0,34,0
30.0,37,0
31.0,2,0
31.0,5,0
31.0,15,1
31.0,18,1
31.0,21,0
31.0,22,1
31.0,31,0
31.0,44,1
31.0,49,0
35.0,0,0
35.0,8,0
35.0,15,0
35.0,16,1
35.0,20,1
35.0,22,0
35.0,26,0
35.0,30,1
35.0,31,0
35.0,33,0
35.0,34,0
35.0,46,1
35.0,48,1
38.0,1,1
38.0,13,0
38.0,16,1
38.0,18,1
38.0,22,1
38.0,25,0
38.0,29,0
38.0,31,1
38.0,32,0
38.0,41,0
39.0,1,0
39.0,5,0
39.0,6,1
39.0,17,0
39.0,18,1
39.0,33,0
39.0,35,0
39.0,38,0
39.0,41,0
39.0,43,0
39.0,44,1
39.0,47,0
41.0,8,1
41.0,11,1
41.0,12,1
41.0,15,1
41.0,20,1
41.0,22,1
41.0,24,1
41.0,25,0
41.0,26,0
41.0,27,0
41.0,31,1
41.0,33,0
41.0,35,0
41.0,37,0
41.0,38,1
41.0,39,0
41.0,44,0
41.0,47,1
41.0,49,1
50.0,3,1
50.0,19,1
50.0,20,1
50.0,28,1
50.0,33,1
50.0,37,0
50.0,38,0
50.0,42,1
50.0,47,1
50.0,48,1
53.0,14,1
53.0,15,0
53.0,17,1
53.0,22,1
53.0,27,0
53.0,34,0
53.0,39,0
53.0,43,0
53.0,45,1
58.0,0,1
58.0,14,1
58.0,16,0
58.0,21,0
58.0,22,0
58.0,24,1
58.0,28,1
58.0,36,0
58.0,45,1
60.0,2,1
60.0,3,0
60.0,10,1
60.0,12,1
60.0,13,1
60.0,24,0
60.0,25,0
60.0,28,1
60.0,32,1
60.0,35,0
60.0,39,0
60.0,41,0
60.0,46,0
72.0,5,0
72.0,6,0
72.0,10,1
72.0,12,0
72.0,20,1
72.0,26,0
72.0,30,1
72.0,31,1
72.0,32,1
72.0,42,1
72.0,45,1
73.0,0,1
73.0,4,0
73.0,15,1
73.0,17,0
73.0,22,1
73.0,23,0
73.0,26,0
73.0,27,0
73.0,30,1
73.0,35,0
73.0,37,0
73.0,38,1
73.0,39,1
73.0,41,0
73.0,43,0
73.0,47,0
73.0,49,1
74.0,14,1
74.0,19,0
74.0,23,0
74.0,31,1
74.0,32,0
82.0,0,0
82.0,4,1
82.0,8,1
82.0,9,1
82.0,12,0
82.0,13,1
82.0,17,0
82.0,30,0
82.0,48,0
85.0,1,0
85.0,4,0
85.0,8,0
85.0,11,0
85.0,13,1
85.0,41,0
85.0,45,0
85.0,46,1
85.0,49,1
86.0,1,0
86.0,2,1
86.0,12,1
86.0,15,0
86.0,18,0
86.0,32,1
86.0,33,1
86.0,34,0
86.0,37,0
86.0,43,0
86.0,44,1
86.0,45,0
86.0,46,0
94.0,4,0
94.0,6,0
94.0,8,1
94.0,11,1
94.0,14,0
94.0,25,1
94.0,31,1
94.0,36,1
94.0,41,0
94.0,45,0
94.0,49,0
96.0,9,1
96.0,16,0
96.0,19,0
96.0,37,0
96.0,39,1
96.0,41,0
96.0,45,0
96.0,48,0
97.0,3,1
97.0,8,1
97.0,9,1
