worker,task,answer
1.0,1,0
1.0,5,1
1.0,6,1
1.0,7,1
1.0,9,0
1.0,14,1
1.0,15,1
1.0,23,0
1.0,25,1
1.0,30,0
1.0,32,1
1.0,36,1
2.0,12,0
2.0,13,0
2.0,16,1
2.0,18,1
2.0,22,0
2.0,23,0
2.0,27,1
2.0,31,1
2.0,32,1
2.0,39,0
2.0,40,0
2.0,42,1
2.0,47,1
6.0,2,0
6.0,3,1
6.0,4,0
6.0,6,1
6.0,7,0
6.0,10,0
6.0,11,1
6.0,13,0
6.0,16,1
6.0,20,0
6.0,21,0
6.0,26,0
6.0,27,0
6.0,30,1
6.0,33,1
6.0,35,0
6.0,39,1
6.0,40,0
6.0,44,1
7.0,0,1
7.0,4,1
7.0,9,0
7.0,10,0
7.0,11,1
7.0,12,1
7.0,15,0
7.0,17,0
7.0,18,1
7.0,25,1
7.0,32,1
7.0,33,1
7.0,35,0
7.0,40,0
7.0,46,0
7.0,48,1
7.0,49,0
10.0,3,1
10.0,4,1
10.0,5,1
10.0,12,1
10.0,19,1
10.0,20,0
10.0,22,1
10.0,25,0
10.0,27,0
10.0,29,0
10.0,34,1
10.0,38,1
10.0,39,1
10.0,41,1
10.0,42,0
10.0,43,1
14.0,0,1
14.0,1,0
14.0,12,0
14.0,14,1
14.0,15,0
14.0,19,1
14.0,21,1
14.0,22,0
14.0,32,1
14.0,35,0
14.0,36,1
14.0,40,0
14.0,41,1
14.0,46,0
14.0,49,1
16.0,4,1
16.0,13,1
16.0,15,1
16.0,18,1
16.0,19,0
16.0,20,1
16.0,21,1
16.0,29,0
16.0,31,0
16.0,33,0
16.0,35,0
16.0,42,0
16.0,43,1
16.0,46,0
16.0,47,0
16.0,49,1
18.0,1,0
18.0,3,1
18.0,4,1
18.0,6,1
18.0,7,1
18.0,8,0
18.0,19,0
18.0,22,1
18.0,26,0
18.0,27,0
18.0,29,0
18.0,30,1
18.0,31,0
18.0,32,1
18.0,34,1
18.0,37,1
18.0,42,0
18.0,45,1
19.0,0,0
19.0,6,0
19.0,9,0
19.0,10,0
19.0,11,1
19.0,19,1
19.0,20,0
19.0,21,0
19.0,26,1
19.0,27,1
19.0,28,1
