task,truth
96,0
113,0
125,0
143,0
184,0
206,0
234,0
257,1
266,0
267,0
349,1
358,0
369,0
385,0
396,0
401,0
470,0
474,0
489,0
493,0
521,0
522,0
550,0
560,0
630,0
657,0
658,0
709,0
728,0
736,0
764,0
767,0
827,0
840,0
841,0
851,0
863,0
892,0
912,1
932,0
947,0
949,0
962,0
974,1
996,0
1021,1
1024,0
1033,0
1035,0
1072,0
1074,0
1081,0
1098,0
1125,0
1128,0
1146,0
1166,0
1172,0
1173,1
1188,0
1193,0
1221,1
1246,1
1250,0
1258,0
1367,0
1372,0
1421,0
1425,0
1435,0
1440,0
1449,0
1473,0
1478,0
1479,0
1486,0
1495,0
1501,0
1506,0
1584,0
1588,0
1661,0
1668,0
1669,0
1681,0
1700,0
1722,0
1723,0
1738,0
1755,0
1759,0
1772,0
1802,0
1837,1
1898,1
1952,0
1953,1
1959,0
1966,0
1969,0
