task,truth
1,1
5,1
6,0
33,0
68,0
84,0
145,0
168,1
225,0
231,0
259,0
269,0
279,0
287,0
319,0
355,0
361,0
400,0
424,0
435,1
465,0
469,1
514,1
529,0
543,0
619,0
629,0
655,0
663,0
666,0
667,0
669,0
670,0
672,0
680,0
692,0
703,0
710,0
734,0
752,0
765,0
770,1
781,0
783,0
805,0
824,0
878,0
886,0
913,0
970,0
983,0
995,0
1013,1
1025,0
1030,1
1037,0
1050,0
1077,0
1100,0
1112,0
1123,0
1142,0
1162,0
1192,0
1210,0
1241,0
1263,1
1267,0
1286,1
1309,0
1347,0
1442,0
1487,0
1500,0
1507,0
1527,0
1540,0
1548,0
1553,0
1594,0
1646,0
1684,0
1749,0
1752,0
1774,0
1775,0
1776,0
1792,0
1797,0
1799,0
1842,0
1849,0
1869,0
1870,0
1902,0
1927,1
1947,0
1950,0
1965,0
1975,0
