task,truth
62,0
68,0
81,0
85,0
209,0
233,1
238,0
255,1
265,0
267,0
300,0
308,0
326,0
331,0
356,0
361,0
362,0
396,0
445,0
480,0
502,0
507,0
514,1
516,0
544,0
554,0
573,0
594,0
654,1
713,1
740,0
757,0
774,0
799,0
829,0
839,0
840,0
857,0
889,0
906,0
914,0
919,0
940,0
990,0
995,0
1068,0
1089,0
1096,0
1105,0
1123,0
1125,0
1162,0
1166,0
1168,0
1171,0
1192,0
1200,0
1206,0
1207,0
1216,1
1282,1
1305,0
1318,0
1338,0
1353,1
1355,0
1382,0
1432,0
1439,0
1452,1
1462,0
1497,0
1503,0
1509,0
1520,0
1533,1
1545,0
1563,0
1572,0
1602,1
1613,0
1624,0
1626,0
1660,0
1663,0
1670,0
1698,0
1745,0
1757,0
1780,1
1783,0
1842,0
1849,0
1869,0
1881,0
1903,0
1905,1
1924,1
1960,1
1966,0
