task,truth
10,0
33,0
45,0
51,0
78,1
118,0
131,0
167,0
169,0
172,0
191,0
192,0
197,0
218,0
228,1
249,0
301,0
325,0
339,0
388,1
395,0
400,0
470,0
555,0
559,1
561,0
567,0
568,1
602,0
636,0
642,0
650,0
667,0
679,0
683,0
684,0
692,0
695,0
724,0
764,0
810,0
813,0
876,0
879,0
887,1
909,1
925,0
927,0
948,0
952,0
962,0
987,0
1103,1
1122,1
1155,1
1188,0
1224,0
1227,0
1300,1
1307,0
1326,0
1329,1
1343,0
1344,0
1374,0
1395,0
1406,0
1429,0
1460,0
1467,0
1468,0
1481,1
1484,0
1540,0
1541,0
1574,0
1597,0
1630,0
1641,0
1644,0
1690,0
1704,0
1713,1
1735,0
1764,0
1774,0
1812,0
1815,0
1817,0
1839,0
1846,0
1853,0
1863,0
1870,0
1912,0
1915,0
1929,0
1940,0
1958,0
1990,0
