worker,value
0,0.5940814995536668
1,0.47889617953796176
2,0.5179202632321699
3,0.6546403052483258
4,0.48648453275528286
5,0.41031764534032883
6,0.6170916911127119
7,0.6600441667961333
8,0.5028958083300202
9,0.6861435108570426
10,0.42737753459896144
11,0.7325516754930231
12,0.554182853245657
13,0.5940355710966116
14,0.482116924851216
15,0.4070198924637113
16,0.43736126340584947
17,0.623213212635292
18,0.47648767383578694
19,0.5237046680968312
20,0.5937120792943397
21,0.5246664807090807
22,0.5241439162503925
23,0.5529323658007589
24,0.6250854111449118
25,0.6904200554695756
26,0.634503785655194
27,0.7129503104171458
28,0.7278212286437894
29,0.5848770312716705
30,0.6954240608345333
31,0.6414633852983866
32,0.5694007088733305
33,0.5597790727152386
34,0.6773330796544967
35,0.5689169485511852
36,0.6117028394428791
37,0.6830889533332412
38,0.41689339066838993
39,0.8233775061138987
40,0.5765959835551807
41,0.42589202372704693
42,0.6520530795510486
43,0.5873435416903591
44,0.6111561989350904
45,0.6040995314893437
46,0.6571286442195449
47,0.7302505738876812
48,0.5997033935940405
49,0.8142894923695356
50,0.5685289319193152
51,0.7052045555486811
52,0.6817364108263047
53,0.7317073023047966
54,0.5298518423990488
55,0.8251088731332809
56,0.5489506498033251
57,0.6325716756671782
58,0.5986926832901885
59,0.7310889048072118
60,0.4868186247719537
61,0.7519438263971174
62,0.6294993018494377
63,0.6411016352365575
64,0.7292222763129922
65,0.45407054608515973
66,0.3665455443112222
67,0.7461024356720921
68,0.5753865565635516
69,0.4350676530909594
70,0.6126118010459081
71,0.5889661650648581
72,0.6216618944114027
73,0.6397336142953651
74,0.44441718846159584
75,0.6035068549891306
76,0.5926276372433124
77,0.5816882092865108
78,0.6079707785341609
79,0.48058300771877693
80,0.731108405741704
81,0.6043681714288681
82,0.597319339094932
83,0.5443572583180203
84,0.6227945016421459
85,0.5638814748115855
86,0.4968696849436791
87,0.64863423954887
88,0.6182870202670362
89,0.644924286453431
90,0.5827442241054783
91,0.5837525661460911
92,0.3855920109260052
93,0.5480288698469508
94,0.655189285256127
95,0.6451576637856504
96,0.7063644810943258
97,0.7144591096047671
98,0.6658569336891962
99,0.6702375146182913
100,0.8156121647872487
101,0.4702640901540939
102,0.561970097808843
103,0.674457069509436
104,0.5920117283693205
105,0.7106572570462396
106,0.5748328538368114
107,0.4013282419474026
108,0.5891078387782073
109,0.5240107860810547
110,0.5460390579616785
111,0.584303072712712
112,0.8002109583091646
113,0.588019531675075
114,0.5454513183848909
115,0.5977228311968064
116,0.5173809101352131
117,0.6862626790746247
118,0.6380793424223427
119,0.5334683007861754
120,0.5024879556887327
121,0.3936716202983728
122,0.5621720050887025
123,0.5495016333851633
124,0.5691574833388484
125,0.493158466759801
126,0.5100866679775456
127,0.6562598497536987
128,0.5351379009727559
129,0.6453459757760212
130,0.5478054728470505
131,0.5887952004890011
132,0.6403798730624878
133,0.4819554134827073
134,0.7114348469310825
135,0.6765324760034297
136,0.511798095847374
137,0.5180946523364632
138,0.7282665149974437
139,0.5402875411950947
140,0.3767484774984945
141,0.5863194541524213
142,0.662601014322873
143,0.5533009631601894
144,0.5084777654058406
145,0.4473442361332437
146,0.547585362295946
147,0.537211156451299
148,0.5324580225501462
149,0.4867182230708697
