worker,task,answer
1.0,2,1
1.0,7,0
1.0,15,0
1.0,21,1
1.0,24,1
1.0,25,0
1.0,32,1
1.0,40,0
1.0,45,0
1.0,48,1
3.0,7,1
3.0,21,0
3.0,38,0
3.0,47,1
3.0,48,1
17.0,8,1
21.0,12,0
21.0,38,0
21.0,46,0
21.0,47,0
21.0,48,1
28.0,15,0
28.0,16,1
28.0,19,1
28.0,27,0
32.0,9,1
32.0,10,1
32.0,40,0
35.0,8,1
35.0,26,0
35.0,32,0
35.0,39,1
35.0,41,0
36.0,5,1
36.0,34,0
36.0,45,1
36.0,47,0
40.0,5,0
40.0,7,0
40.0,14,1
40.0,18,1
40.0,19,0
40.0,49,0
42.0,17,1
42.0,19,1
42.0,31,1
43.0,6,0
43.0,22,1
43.0,25,0
43.0,34,1
50.0,4,1
50.0,5,1
50.0,24,1
50.0,49,0
65.0,14,0
65.0,16,0
65.0,17,0
65.0,27,0
65.0,29,0
65.0,34,0
65.0,36,1
65.0,39,0
65.0,45,0
66.0,11,0
66.0,17,1
66.0,26,0
66.0,27,0
66.0,33,1
66.0,39,0
66.0,48,0
70.0,3,0
70.0,12,0
70.0,26,0
79.0,2,0
79.0,16,1
79.0,26,1
79.0,31,1
81.0,1,1
81.0,9,0
81.0,14,0
81.0,16,1
81.0,21,0
81.0,33,0
81.0,34,0
92.0,8,1
92.0,10,0
92.0,20,0
92.0,24,1
92.0,30,1
92.0,32,0
92.0,34,0
92.0,40,1
92.0,47,0
97.0,9,1
97.0,11,1
97.0,15,1
97.0,28,1
97.0,43,1
97.0,49,0
102.0,6,1
102.0,17,0
102.0,42,1
102.0,49,1
104.0,23,0
104.0,28,0
104.0,30,1
104.0,45,0
125.0,13,0
125.0,28,0
125.0,31,0
125.0,34,0
125.0,41,1
125.0,44,1
131.0,5,1
131.0,15,1
131.0,24,1
131.0,27,0
131.0,44,0
133.0,10,0
133.0,19,0
133.0,30,1
133.0,31,1
133.0,45,0
133.0,48,0
137.0,0,1
137.0,2,0
137.0,4,1
137.0,5,0
137.0,11,1
137.0,35,1
138.0,3,1
138.0,4,0
138.0,11,0
138.0,23,1
138.0,45,1
138.0,48,1
138.0,49,0
146.0,31,0
146.0,32,1
