worker,task,answer
2.0,8,0
2.0,19,1
2.0,21,1
2.0,29,1
2.0,32,1
2.0,35,0
2.0,41,1
2.0,42,1
2.0,48,0
3.0,7,1
3.0,8,1
3.0,12,0
3.0,19,0
3.0,30,0
3.0,31,0
3.0,36,0
3.0,41,0
3.0,42,0
3.0,46,0
5.0,0,1
5.0,2,1
5.0,15,1
5.0,16,1
5.0,17,1
5.0,18,0
5.0,22,1
5.0,25,1
5.0,27,0
5.0,43,0
5.0,47,1
9.0,7,0
9.0,14,0
9.0,24,0
9.0,25,0
9.0,30,0
9.0,36,0
9.0,40,0
9.0,49,1
12.0,3,0
12.0,11,0
12.0,30,1
12.0,34,0
12.0,44,1
12.0,47,1
13.0,2,1
13.0,3,1
13.0,6,1
13.0,7,1
13.0,8,1
13.0,12,0
13.0,13,0
13.0,18,0
13.0,22,0
13.0,23,1
13.0,34,1
13.0,36,0
13.0,40,0
13.0,43,1
13.0,45,1
13.0,46,1
13.0,48,1
15.0,7,1
15.0,9,0
15.0,14,0
15.0,25,0
15.0,27,1
15.0,30,0
15.0,48,0
16.0,1,0
16.0,10,1
16.0,13,1
16.0,29,1
16.0,36,1
16.0,37,0
18.0,9,0
18.0,16,1
18.0,17,0
18.0,32,0
18.0,34,1
18.0,35,0
18.0,36,0
18.0,40,1
18.0,41,1
19.0,0,1
19.0,9,0
19.0,10,0
19.0,12,0
19.0,18,1
19.0,26,0
19.0,30,1
19.0,37,1
19.0,46,0
19.0,49,0
27.0,26,0
27.0,27,1
27.0,33,0
27.0,38,1
27.0,40,1
27.0,46,0
27.0,48,1
34.0,0,0
34.0,1,0
34.0,3,0
34.0,6,1
34.0,7,0
34.0,11,0
34.0,15,1
34.0,18,0
34.0,19,0
34.0,21,1
34.0,24,1
34.0,25,1
34.0,30,1
34.0,32,1
34.0,35,1
34.0,39,0
34.0,43,1
55.0,1,1
55.0,2,0
55.0,7,0
55.0,12,0
55.0,15,1
55.0,25,1
55.0,26,1
55.0,27,1
55.0,33,0
55.0,35,1
55.0,38,0
55.0,44,1
55.0,48,0
55.0,49,0
58.0,4,0
58.0,5,1
58.0,12,1
58.0,16,1
58.0,24,0
58.0,25,0
58.0,26,1
58.0,37,0
58.0,42,1
58.0,44,1
64.0,1,1
64.0,4,0
64.0,10,1
64.0,11,1
64.0,13,0
64.0,18,0
64.0,22,0
64.0,26,0
64.0,40,1
64.0,43,0
64.0,49,1
65.0,9,1
65.0,13,0
65.0,20,0
